Index,Lot,Time,pH,Temp,Current
1,1,오후 4:24:41.0,10.23,44.85,7.43
2,1,오후 4:24:46.0,10.22,43.33,8.1
3,1,오후 4:24:51.0,10.48,44.72,8.41
4,1,오후 4:24:56.0,10.82,45.6,8.4
5,1,오후 4:25:01.0,9.66,42.25,7.44
6,1,오후 4:25:06.0,10.7,45.79,7.25
7,1,오후 4:25:11.0,10.22,47.35,7.7
8,1,오후 4:25:16.0,9.98,44.28,8.89
9,1,오후 4:25:21.0,10.6,44.0,7.45
10,1,오후 4:25:26.0,10.11,47.51,7.12
11,1,오후 4:25:31.0,10.03,46.92,7.52
12,1,오후 4:25:36.0,10.24,46.69,7.71
13,1,오후 4:25:41.0,10.65,46.62,8.89
14,1,오후 4:25:46.0,9.59,45.77,7.72
15,1,오후 4:25:51.0,9.53,44.29,8.03
16,1,오후 4:25:56.0,10.59,47.89,8.73
17,1,오후 4:26:01.0,10.16,45.66,8.22
18,1,오후 4:26:06.0,10.21,42.45,7.43
19,1,오후 4:26:11.0,10.9,44.46,7.97
20,1,오후 4:26:16.0,10.14,47.01,7.24
21,1,오후 4:26:21.0,10.68,47.02,8.8
22,1,오후 4:26:26.1,10.45,43.23,7.61
23,1,오후 4:26:31.1,10.83,43.44,7.36
24,1,오후 4:26:36.1,10.09,44.23,8.04
25,1,오후 4:26:41.1,10.48,46.65,8.39
26,1,오후 4:26:46.1,9.98,47.2,7.05
27,1,오후 4:26:51.1,10.54,47.16,8.91
28,1,오후 4:26:56.1,10.15,46.22,7.81
29,1,오후 4:27:01.1,9.58,42.38,7.24
30,1,오후 4:27:06.1,10.63,44.88,7.31
31,1,오후 4:27:11.1,9.88,44.14,8.14
32,1,오후 4:27:16.1,9.54,42.11,7.73
33,1,오후 4:27:21.1,10.08,47.19,8.03
34,1,오후 4:27:26.1,9.95,45.7,7.97
35,1,오후 4:27:31.1,9.52,44.5,7.32
36,1,오후 4:27:36.1,11.48,44.26,7.95
37,1,오후 4:27:41.1,10.64,43.28,8.47
38,1,오후 4:27:46.1,9.95,43.8,7.18
39,1,오후 4:27:51.1,10.49,44.55,7.16
40,1,오후 4:27:56.1,10.33,47.7,7.4
41,1,오후 4:28:01.2,10.89,42.28,7.24
42,1,오후 4:28:06.2,10.42,45.52,8.15
43,1,오후 4:28:11.2,10.17,44.56,7.57
44,1,오후 4:28:16.2,10.0,44.26,7.52
45,1,오후 4:28:21.2,10.91,43.54,8.48
46,1,오후 4:28:26.2,9.96,45.17,8.07
47,1,오후 4:28:31.2,9.8,44.63,8.93
48,1,오후 4:28:36.2,10.65,46.09,8.56
49,1,오후 4:28:41.2,10.54,47.79,7.62
50,1,오후 4:28:46.2,10.8,44.48,7.55
51,1,오후 4:28:51.2,9.61,47.9,8.8
52,1,오후 4:28:56.2,10.13,46.62,7.72
53,1,오후 4:29:01.2,10.42,43.92,8.42
54,1,오후 4:29:06.2,10.33,46.25,7.43
