Index,Lot,Time,pH,Temp,Current
1,1,오후 4:20:16.0,10.88,42.87,7.22
2,1,오후 4:20:21.0,9.59,44.16,7.81
3,1,오후 4:20:26.0,10.7,44.85,8.17
4,1,오후 4:20:31.0,10.61,45.65,7.39
5,1,오후 4:20:36.0,10.53,43.54,8.24
6,1,오후 4:20:41.0,10.98,47.58,7.25
7,1,오후 4:20:46.0,10.29,47.06,7.41
8,1,오후 4:20:51.0,9.94,45.6,8.42
9,1,오후 4:20:56.0,9.61,45.04,8.12
10,1,오후 4:21:01.0,10.44,43.04,7.78
11,1,오후 4:21:06.0,10.71,42.77,8.64
12,1,오후 4:21:11.0,11.94,45.05,5.87
13,1,오후 4:21:16.0,10.2,46.64,8.5
14,1,오후 4:21:21.0,10.39,42.56,8.66
15,1,오후 4:21:26.0,10.65,46.99,7.8
16,1,오후 4:21:31.0,10.94,45.39,8.75
17,1,오후 4:21:36.1,10.91,43.15,7.93
18,1,오후 4:21:41.1,9.59,45.12,8.34
19,1,오후 4:21:46.1,10.63,45.06,7.98
20,1,오후 4:21:51.1,10.98,45.52,7.02
21,1,오후 4:21:56.1,11.39,47.08,8.85
22,1,오후 4:22:01.1,10.87,44.07,7.56
23,1,오후 4:22:06.1,9.76,46.76,7.72
24,1,오후 4:22:11.1,10.81,46.05,7.04
25,1,오후 4:22:16.1,9.88,46.4,7.63
26,1,오후 4:22:21.1,10.46,46.21,8.11
27,1,오후 4:22:26.1,10.18,43.01,7.62
28,1,오후 4:22:31.1,10.89,45.4,8.44
29,1,오후 4:22:36.1,10.43,47.07,8.04
30,1,오후 4:22:41.1,11.01,46.34,8.5
31,1,오후 4:22:46.1,10.75,44.72,8.67
32,1,오후 4:22:51.1,9.82,44.34,8.05
33,1,오후 4:22:56.1,10.85,43.82,8.13
34,1,오후 4:23:01.1,10.36,44.05,8.0
35,1,오후 4:23:06.1,9.88,42.24,7.4
36,1,오후 4:23:11.1,10.98,45.01,7.71
37,1,오후 4:23:16.1,10.73,43.19,7.84
38,1,오후 4:23:21.1,10.85,46.49,8.23
39,1,오후 4:23:26.2,10.95,45.15,8.73
40,1,오후 4:23:31.2,10.05,46.16,8.4
41,1,오후 4:23:36.2,10.73,47.45,8.56
42,1,오후 4:23:41.2,10.58,46.31,7.67
43,1,오후 4:23:46.2,9.91,43.33,8.17
44,1,오후 4:23:51.2,10.18,42.37,7.85
45,1,오후 4:23:56.2,10.73,46.72,8.93
46,1,오후 4:24:01.2,9.72,46.17,8.93
47,1,오후 4:24:06.2,10.56,47.75,8.47
48,1,오후 4:24:11.2,9.92,47.83,8.86
49,1,오후 4:24:16.2,10.21,45.58,7.93
50,1,오후 4:24:21.2,9.92,46.94,8.73
51,1,오후 4:24:26.2,9.61,46.72,7.64
52,1,오후 4:24:31.2,10.92,42.32,7.73
53,1,오후 4:24:36.2,10.69,42.68,8.17
54,1,오후 4:24:41.2,10.08,46.92,7.74
55,1,오후 4:24:46.2,10.61,47.58,7.43
56,1,오후 4:24:51.2,9.66,45.67,8.46
57,1,오후 4:24:56.2,9.79,44.76,7.12
58,1,오후 4:25:01.3,10.0,45.26,8.67
59,1,오후 4:25:06.3,10.16,45.78,8.26
60,1,오후 4:25:11.3,10.74,46.21,7.73
61,1,오후 4:25:16.3,10.84,44.98,7.53
62,1,오후 4:25:21.3,10.02,47.16,7.47
63,1,오후 4:25:26.3,10.39,43.81,7.15
64,1,오후 4:25:31.3,10.57,45.17,8.88
65,1,오후 4:25:36.3,10.48,44.1,7.86
66,1,오후 4:25:41.3,10.01,42.49,7.3
67,1,오후 4:25:46.3,10.59,45.91,7.29
68,1,오후 4:25:51.3,10.85,44.29,7.98
69,1,오후 4:25:56.3,10.98,47.48,8.57
70,2,오후 4:26:21.5,10.66,43.72,7.96
71,2,오후 4:26:26.5,9.67,42.38,7.51
72,2,오후 4:26:31.5,10.82,47.31,8.04
73,2,오후 4:26:36.5,9.76,45.44,8.03
74,2,오후 4:26:41.5,10.16,46.74,7.64
75,2,오후 4:26:46.6,10.15,45.49,8.46
76,2,오후 4:26:51.6,10.98,44.59,8.77
77,2,오후 4:26:56.6,11.64,46.77,7.55
78,2,오후 4:27:01.6,10.5,43.93,7.79
79,2,오후 4:27:06.6,9.53,47.81,7.33
80,2,오후 4:27:11.6,9.6,47.54,7.11
81,2,오후 4:27:16.6,10.85,46.68,7.69
82,2,오후 4:27:21.6,10.06,42.49,8.32
83,2,오후 4:27:26.6,10.46,42.48,7.43
84,2,오후 4:27:31.6,10.25,44.1,8.0
85,2,오후 4:27:36.6,10.04,42.43,7.86
86,2,오후 4:27:41.6,10.82,42.49,7.86
87,2,오후 4:27:46.6,9.55,45.01,7.49
88,2,오후 4:27:51.6,9.53,44.59,8.41
89,2,오후 4:27:56.6,10.19,44.39,7.67
90,2,오후 4:28:01.6,10.75,44.03,8.07
91,2,오후 4:28:06.6,9.73,47.91,8.61
92,2,오후 4:28:11.7,10.42,46.83,8.85
93,2,오후 4:28:16.7,10.09,43.33,7.48
94,2,오후 4:28:21.7,10.3,43.73,7.36
95,2,오후 4:28:26.7,9.9,47.08,7.4
96,2,오후 4:28:31.7,9.97,45.92,7.79
97,2,오후 4:28:36.7,10.36,47.86,8.83
98,2,오후 4:28:41.7,10.32,45.45,8.58
99,2,오후 4:28:46.7,10.08,43.3,7.39
100,2,오후 4:28:51.7,10.53,43.64,8.23
101,2,오후 4:28:56.7,10.53,46.35,7.98
102,2,오후 4:29:01.7,10.06,46.74,8.56
103,2,오후 4:29:06.7,10.96,45.24,8.73
104,2,오후 4:29:11.7,9.68,46.68,8.97
105,2,오후 4:29:16.7,10.43,46.61,7.41
106,2,오후 4:29:21.7,10.14,44.93,7.99
107,2,오후 4:29:26.7,10.35,45.46,8.82
108,2,오후 4:29:31.7,10.43,45.0,7.63
109,2,오후 4:29:36.7,9.88,42.28,8.65
110,2,오후 4:29:41.8,9.95,47.75,7.91
