Index,Lot,Time,pH,Temp,Current
1,1,오후 4:29:29.0,10.24,47.05,8.8
2,1,오후 4:29:34.0,9.88,46.27,8.41
3,1,오후 4:29:39.0,10.01,43.25,7.08
4,1,오후 4:29:44.0,10.95,47.37,8.66
5,1,오후 4:29:49.0,10.28,42.99,7.76
6,1,오후 4:29:54.0,10.46,45.97,7.68
7,1,오후 4:29:59.0,10.5,47.48,7.25
8,1,오후 4:30:04.0,9.96,46.36,8.96
9,1,오후 4:30:09.0,10.74,44.7,7.14
10,1,오후 4:30:14.0,9.7,47.19,8.54
11,1,오후 4:30:19.0,9.65,46.47,8.8
12,1,오후 4:30:24.0,10.52,45.98,8.65
13,1,오후 4:30:29.0,10.28,44.37,8.59
14,1,오후 4:30:34.0,10.15,43.07,8.37
15,1,오후 4:30:39.0,10.41,47.66,7.3
16,1,오후 4:30:44.0,9.81,46.24,7.24
17,1,오후 4:30:49.0,9.65,43.25,8.66
18,1,오후 4:30:54.0,10.3,47.68,8.26
19,1,오후 4:30:59.0,10.79,45.54,7.78
20,1,오후 4:31:04.1,10.75,42.64,7.74
21,1,오후 4:31:09.1,10.96,44.62,8.57
22,1,오후 4:31:14.1,10.4,42.97,7.33
23,1,오후 4:31:19.1,9.87,46.49,8.58
24,1,오후 4:31:24.1,10.27,44.38,8.42
25,1,오후 4:31:29.1,10.69,43.21,8.39
26,1,오후 4:31:34.1,10.87,47.31,8.51
27,1,오후 4:31:39.1,10.51,42.54,8.67
28,1,오후 4:31:44.1,9.99,43.55,7.32
29,1,오후 4:31:49.1,9.71,44.98,7.67
30,1,오후 4:31:54.1,9.9,42.47,7.61
31,1,오후 4:31:59.1,10.47,44.76,8.98
32,1,오후 4:32:04.1,10.21,47.51,8.76
33,1,오후 4:32:09.1,10.35,46.92,7.43
34,1,오후 4:32:14.1,10.66,47.81,7.17
35,1,오후 4:32:19.1,9.92,44.89,8.89
36,1,오후 4:32:24.1,10.96,46.26,7.35
37,1,오후 4:32:29.2,10.95,44.27,7.95
38,1,오후 4:32:34.2,10.77,47.43,8.37
39,1,오후 4:32:39.2,10.98,45.67,7.35
40,1,오후 4:32:44.2,10.07,45.39,8.9
41,1,오후 4:32:49.2,10.62,45.44,7.79
42,1,오후 4:32:54.2,10.28,43.14,7.08
43,1,오후 4:32:59.2,10.73,46.21,7.35
44,1,오후 4:33:04.2,9.82,44.83,7.03
45,1,오후 4:33:09.2,10.15,42.27,7.58
46,1,오후 4:33:14.2,10.16,46.35,8.65
47,1,오후 4:33:19.2,10.93,44.14,7.89
48,1,오후 4:33:24.2,9.71,46.83,7.9
49,1,오후 4:33:29.2,9.95,42.39,7.09
50,1,오후 4:33:34.2,10.61,43.11,7.54
51,1,오후 4:33:39.2,11.13,46.01,8.41
52,1,오후 4:33:44.2,10.93,45.91,8.64
53,1,오후 4:33:49.3,10.27,44.44,8.5
54,1,오후 4:33:54.3,10.7,45.67,7.68
