Index,Lot,Time,pH,Temp,Current
1,1,오후 4:29:51.0,9.76,43.7,7.45
2,1,오후 4:29:56.0,10.04,43.18,8.26
3,1,오후 4:30:01.0,10.3,46.88,7.7
4,1,오후 4:30:06.0,10.95,46.39,8.19
5,1,오후 4:30:11.0,10.53,45.62,7.57
6,1,오후 4:30:16.0,10.98,43.79,8.79
7,1,오후 4:30:21.0,10.1,42.74,8.47
8,1,오후 4:30:26.0,9.99,46.04,7.86
9,1,오후 4:30:31.0,10.94,44.95,7.58
10,1,오후 4:30:36.0,10.75,45,7.56
11,1,오후 4:30:41.0,10.92,46.57,7.69
12,1,오후 4:30:46.0,10.75,42.61,8.14
13,1,오후 4:30:51.0,10.44,46.87,8.14
14,1,오후 4:30:56.0,10.2,42.88,8.63
15,1,오후 4:31:01.0,9.73,44.41,8.67
16,1,오후 4:31:06.0,9.98,44.24,7.35
17,1,오후 4:31:11.0,10.02,42.86,7.56
18,1,오후 4:31:16.0,9.72,42.78,8.21
19,1,오후 4:31:21.0,10.55,44.88,8.5
20,1,오후 4:31:26.0,10.04,44.75,8.43
21,1,오후 4:31:31.0,9.59,45.11,7.29
22,1,오후 4:31:36.0,10.87,47.97,7.55
23,1,오후 4:31:41.1,11.71,42.44,8.92
24,1,오후 4:31:46.1,10.65,47.94,8.44
25,1,오후 4:31:51.1,10.09,46.44,7.42
26,1,오후 4:31:56.1,9.57,42.79,7.51
27,1,오후 4:32:01.1,11.31,42.06,7.44
28,1,오후 4:32:06.1,9.96,44.58,8.67
29,1,오후 4:32:11.1,10.58,43.41,7.36
30,1,오후 4:32:16.1,10.25,44.56,8.34
31,1,오후 4:32:21.1,10.96,46.4,7.6
32,1,오후 4:32:26.1,10.79,45.35,8.68
33,1,오후 4:32:31.1,9.67,43.97,8.55
34,1,오후 4:32:36.1,9.62,46.69,7.3
35,1,오후 4:32:41.1,10.59,44.02,8.6
36,1,오후 4:32:46.1,10.96,46.85,8.24
37,1,오후 4:32:51.1,10.7,44.01,7.33
38,1,오후 4:32:56.1,9.85,42.94,7.71
39,1,오후 4:33:01.1,10.68,44.2,8.24
40,1,오후 4:33:06.1,9.96,47.8,8.76
41,1,오후 4:33:11.1,9.67,45.77,8.32
42,1,오후 4:33:16.1,9.64,42.16,8.2
43,1,오후 4:33:21.1,9.97,44.85,7.25
44,1,오후 4:33:26.1,10.15,46.43,8.95
45,1,오후 4:33:31.2,10.2,44.83,8.91
46,1,오후 4:33:36.2,9.93,43.19,8.45
47,1,오후 4:33:41.2,9.9,45.43,8.09
48,1,오후 4:33:46.2,10.74,45.41,8.34
49,1,오후 4:33:51.2,10.09,44.67,8.69
50,1,오후 4:33:56.2,9.71,46.11,7.49
51,1,오후 4:34:01.2,10.98,45.32,8.48
52,1,오후 4:34:06.2,10.7,44.33,7.52
53,1,오후 4:34:11.2,10.4,43.95,7.3
54,1,오후 4:34:16.2,10.31,46.27,8.96
55,1,오후 4:34:21.2,10.53,44.59,7.3
56,1,오후 4:34:26.2,10.94,43.16,7.02
57,1,오후 4:34:31.2,10.59,44.44,8.92
58,1,오후 4:34:36.2,10.72,46.22,8.75
59,1,오후 4:34:41.2,10.03,45.06,8.43
60,1,오후 4:34:46.2,10.69,44.05,8.21
61,1,오후 4:34:51.2,9.95,47.67,7.65
62,1,오후 4:34:56.2,10.92,43.74,8.51
