Index,Lot,Time,pH,Temp,Current
1,1,오후 4:24:11.0,10.99,44.93,8.75
2,1,오후 4:24:16.0,10.49,42.95,8.34
3,1,오후 4:24:21.0,10.14,46.8,7.65
4,1,오후 4:24:26.0,9.7,45.33,7.74
5,1,오후 4:24:31.0,10.58,45.75,7.52
6,1,오후 4:24:36.0,10.31,44.2,8.87
7,1,오후 4:24:41.0,10.38,46.75,7.53
8,1,오후 4:24:46.0,9.78,44.71,7.01
9,1,오후 4:24:51.0,9.68,42.68,8.88
10,1,오후 4:24:56.0,10.71,46.26,8.23
11,1,오후 4:25:01.0,9.94,47.38,8.3
12,1,오후 4:25:06.0,10.56,43.6,7.18
13,1,오후 4:25:11.0,9.94,46.89,8.64
14,1,오후 4:25:16.0,10.91,46.82,7.89
15,1,오후 4:25:21.0,9.58,45.4,8.84
16,1,오후 4:25:26.0,10.21,46.06,7.15
17,1,오후 4:25:31.0,10.48,45.9,8.22
18,1,오후 4:25:36.0,10.99,43.7,7.31
19,1,오후 4:25:41.0,10.24,47.69,7.64
20,1,오후 4:25:46.0,9.95,46.17,8.73
21,1,오후 4:25:51.1,9.61,44.17,8.53
22,1,오후 4:25:56.1,10.46,43.42,8.51
23,1,오후 4:26:01.1,10.92,45.19,7.8
24,1,오후 4:26:06.1,9.97,42.99,8.37
25,1,오후 4:26:11.1,10.05,47.37,7.07
26,1,오후 4:26:16.1,9.95,46.82,7.6
27,1,오후 4:26:21.1,9.92,43.7,8.04
28,1,오후 4:26:26.1,9.89,43.41,8.82
29,1,오후 4:26:31.1,9.55,47.63,8.49
30,1,오후 4:26:36.1,9.81,44.79,8.34
31,1,오후 4:26:41.1,9.53,43.9,7.73
32,1,오후 4:26:46.1,10.07,42.43,7.4
33,1,오후 4:26:51.1,9.53,46.49,8.95
34,1,오후 4:26:56.1,9.59,42.58,8.74
35,1,오후 4:27:01.1,9.87,47.51,7.58
36,1,오후 4:27:06.1,10.32,47.7,7.16
37,1,오후 4:27:11.1,9.66,45.27,8.24
38,1,오후 4:27:16.1,10.99,47.03,7.84
39,1,오후 4:27:21.1,10.11,44.2,8.67
40,1,오후 4:27:26.1,10.39,47.99,7.4
41,1,오후 4:27:31.1,10.94,43.45,8.54
42,1,오후 4:27:36.2,9.84,44.74,7.47
43,1,오후 4:27:41.2,10.12,47.39,8.91
44,1,오후 4:27:46.2,10.12,43.54,7.23
45,1,오후 4:27:51.2,9.92,45.4,8.93
46,1,오후 4:27:56.2,10.03,43.14,7.82
47,1,오후 4:28:01.2,10.03,45.18,7.48
48,1,오후 4:28:06.2,10.13,43.01,7.86
49,1,오후 4:28:11.2,10.73,45.45,8.59
50,1,오후 4:28:16.2,9.73,47.72,7.51
51,1,오후 4:28:21.2,10.94,45.58,7.63
52,1,오후 4:28:26.2,10.27,43.09,8.02
53,1,오후 4:28:31.2,10.61,46.15,8.12
54,1,오후 4:28:36.2,9.67,47.19,8.5
55,1,오후 4:28:41.2,10.99,46.04,8.39
56,1,오후 4:28:46.2,10.68,47.74,7.56
57,1,오후 4:28:51.2,10.95,46.57,8.53
58,1,오후 4:28:56.3,9.71,45.56,8.06
59,1,오후 4:29:01.3,9.79,43.88,8.24
60,1,오후 4:29:06.3,10.55,44.02,8.82
61,1,오후 4:29:11.3,10.75,42.53,8.6
62,1,오후 4:29:16.3,9.73,45.14,7.84
63,1,오후 4:29:21.3,9.93,42.71,7.8
64,1,오후 4:29:26.3,9.55,47.41,7.57
65,1,오후 4:29:31.3,10.09,47.61,8.72
66,1,오후 4:29:36.3,10.91,42.52,8.05
67,1,오후 4:29:41.3,9.75,45.53,7.61
68,1,오후 4:29:46.3,9.83,44.61,8.35
69,1,오후 4:29:51.3,10.97,43.2,8.72
70,2,오후 4:30:18.2,10.19,44.84,7.4
71,2,오후 4:30:23.2,9.67,45.68,7.74
72,2,오후 4:30:28.2,10.28,42.58,7.45
73,2,오후 4:30:33.2,9.93,43.47,7.98
74,2,오후 4:30:38.2,9.79,43.03,6.03
75,2,오후 4:30:43.2,10.81,42.6,7.11
76,2,오후 4:30:48.2,10.46,44.86,8.37
77,2,오후 4:30:53.2,9.96,46.54,7.2
78,2,오후 4:30:58.2,9.62,47.17,7.59
79,2,오후 4:31:03.2,9.94,45.73,7.63
