Index,Lot,Time,pH,Temp,Current
1,1,오후 4:20:46.0,10.73,45.01,7.94
2,1,오후 4:20:51.0,10.86,42.01,8.46
3,1,오후 4:20:56.0,10.38,44.79,8.96
4,1,오후 4:21:01.0,10.72,46.41,7.57
5,1,오후 4:21:06.0,9.64,43.07,7.38
6,1,오후 4:21:11.0,9.59,44.06,8.99
7,1,오후 4:21:16.0,9.83,43.6,8.85
8,1,오후 4:21:21.0,10.24,44.5,7.56
9,1,오후 4:21:26.0,10.56,46.46,8.66
10,1,오후 4:21:31.0,9.84,45.67,7.54
11,1,오후 4:21:36.0,10.9,46.35,7.07
12,1,오후 4:21:41.0,10.95,45,7.47
13,1,오후 4:21:46.0,10.63,47.98,8.39
14,1,오후 4:21:51.0,10.4,46.03,7.65
15,1,오후 4:21:56.0,9.83,47.55,7.14
16,1,오후 4:22:01.0,10.25,43.7,7.08
17,1,오후 4:22:06.0,10.02,47.63,8.2
18,1,오후 4:22:11.1,10.86,44.84,7.03
19,1,오후 4:22:16.1,10.3,46.54,7.65
20,1,오후 4:22:21.1,9.84,43.9,8.03
21,1,오후 4:22:26.1,9.8,45.6,8.84
22,1,오후 4:22:31.1,9.74,43.11,7.08
23,1,오후 4:22:36.1,9.76,45.87,8.41
24,1,오후 4:22:41.1,10.4,42.46,7.22
25,1,오후 4:22:46.1,9.51,45.38,7.48
26,1,오후 4:22:51.1,9.67,42.49,8.32
27,1,오후 4:22:56.1,11.96,47.58,8.55
28,1,오후 4:23:01.1,9.89,47.53,7.38
29,1,오후 4:23:06.1,10.37,47.4,8.35
30,1,오후 4:23:11.1,9.77,43.07,7.73
31,1,오후 4:23:16.1,10.8,46.37,8.44
32,1,오후 4:23:21.1,10.72,47.27,7.38
33,1,오후 4:23:26.1,9.62,44.64,7.64
34,1,오후 4:23:31.1,10.62,47.27,8.22
35,1,오후 4:23:36.1,10.77,44.81,8.73
36,1,오후 4:23:41.1,10.34,45.06,8.42
37,1,오후 4:23:46.1,10.12,44.66,7.19
38,1,오후 4:23:51.2,9.94,42.92,8.62
39,1,오후 4:23:56.2,10.02,45.77,8.48
40,1,오후 4:24:01.2,10.87,44.64,7.48
41,1,오후 4:24:06.2,10.92,45.98,7.03
42,1,오후 4:24:11.2,10.99,47.53,8.2
