Index,Lot,Time,pH,Temp,Current
1,1,오후 4:25:24.0,10.3,46.89,7.5
2,1,오후 4:25:29.0,10.98,47.59,7.25
3,1,오후 4:25:34.0,10.39,45.68,8.21
4,1,오후 4:25:39.0,9.98,46.9,7.6
5,1,오후 4:25:44.0,9.86,46.39,7.27
6,1,오후 4:25:49.0,9.73,47.14,8.89
7,1,오후 4:25:54.0,10.08,45.67,7.13
8,1,오후 4:25:59.0,10.29,42.95,7.12
9,1,오후 4:26:04.0,9.62,43.83,8.62
10,1,오후 4:26:09.0,9.74,46.04,7.39
11,1,오후 4:26:14.0,9.91,43.5,7.47
12,1,오후 4:26:19.0,10.08,45.56,8.35
13,1,오후 4:26:24.0,10.86,45.99,8
14,1,오후 4:26:29.0,10.39,45.62,8.14
15,1,오후 4:26:34.0,9.97,43.07,7.29
16,1,오후 4:26:39.0,10.9,46.27,8.32
17,1,오후 4:26:44.0,10.29,47.88,8.58
18,1,오후 4:26:49.0,10.77,46.44,7.15
19,1,오후 4:26:54.0,10.88,45.81,7.45
20,1,오후 4:26:59.0,10.5,46.75,8.21
21,1,오후 4:27:04.0,9.88,42.66,7.99
22,1,오후 4:27:09.1,9.7,46.68,8.18
23,1,오후 4:27:14.1,9.53,46.18,7.2
24,1,오후 4:27:19.1,10.2,43.9,8.14
25,1,오후 4:27:24.1,10.51,44.61,8.51
26,1,오후 4:27:29.1,9.59,45.82,7.69
27,1,오후 4:27:34.1,10.27,43.2,8.46
28,1,오후 4:27:39.1,9.77,44.37,7.89
29,1,오후 4:27:44.1,10.65,46.69,8.33
30,1,오후 4:27:49.1,10.89,47.59,8.19
31,1,오후 4:27:54.1,10.31,45.39,7.72
32,1,오후 4:27:59.1,9.59,46.44,7.78
33,1,오후 4:28:04.1,11.71,42.63,6.29
34,1,오후 4:28:09.1,10.25,46.65,8.91
35,1,오후 4:28:14.1,9.96,46.74,7.79
36,1,오후 4:28:19.1,10.12,43.74,7.95
37,1,오후 4:28:24.1,10.28,47.93,8.08
38,1,오후 4:28:29.1,9.64,44.64,8.41
39,1,오후 4:28:34.1,9.56,47.84,8.99
40,1,오후 4:28:39.1,10.88,43.37,7.25
41,1,오후 4:28:44.2,10.37,47.86,7.15
42,1,오후 4:28:49.2,10.87,43.87,8.05
43,1,오후 4:28:54.2,9.83,42.32,7.47
44,1,오후 4:28:59.2,10.29,44.38,7.11
45,1,오후 4:29:04.2,11.71,42.63,6.29
46,1,오후 4:29:09.2,10.88,45.64,8.38
47,1,오후 4:29:14.2,10.39,42.54,7.6
48,1,오후 4:29:19.2,9.93,46.58,7.35
49,1,오후 4:29:24.2,10.67,47.46,8.34
50,1,오후 4:29:29.2,9.51,46.04,7.99
51,1,오후 4:29:34.2,10.04,42.62,8.09
52,1,오후 4:29:39.2,9.74,44.71,8.37
53,1,오후 4:29:44.2,11.71,42.63,6.29
54,1,오후 4:29:49.2,10.2,44.19,8.3
55,1,오후 4:29:54.2,10.93,45.76,8.41
56,1,오후 4:29:59.2,9.79,42.66,8.87
57,1,오후 4:30:04.2,11.71,42.63,6.29
58,1,오후 4:30:09.3,10.98,43.12,8.29
59,1,오후 4:30:14.3,10.16,43.6,7.5
60,1,오후 4:30:19.3,10.17,44.03,7.18
61,1,오후 4:30:24.3,9.89,44.24,8.24
62,1,오후 4:30:29.3,9.76,43.51,8.81
63,1,오후 4:30:34.3,10.68,42.36,8.26
64,1,오후 4:30:39.3,9.69,46.25,8.43
65,1,오후 4:30:44.3,10.79,43.35,8.85
66,1,오후 4:30:49.3,9.6,47.45,7.03
67,1,오후 4:30:54.3,9.61,43.76,7.44
68,1,오후 4:30:59.3,10.69,47.06,7.05
69,1,오후 4:31:04.3,9.72,47.37,8.75
70,2,오후 4:31:32.0,10.88,46.3,7.07
71,2,오후 4:31:37.0,9.93,47.19,8.22
72,2,오후 4:31:42.0,9.51,45.77,8.25
73,2,오후 4:31:47.0,10.33,47.05,7.31
74,2,오후 4:31:52.0,10.37,46.97,8.06
75,2,오후 4:31:57.0,10.91,45.69,8.03
76,2,오후 4:32:02.0,10.82,42.38,8.14
77,2,오후 4:32:07.0,9.72,44.52,8.56
78,2,오후 4:32:12.0,9.95,43.88,8.25
79,2,오후 4:32:17.0,9.88,45.83,8.41
