Index,Lot,Time,pH,Temp,Current
1,1,오후 4:21:16.0,9.75,45.63,8.32
2,1,오후 4:21:21.0,10.11,46.02,8.16
3,1,오후 4:21:26.0,10.08,46.71,8.57
4,1,오후 4:21:31.0,10.36,42.75,8.99
5,1,오후 4:21:36.0,10.26,45.7,8.56
6,1,오후 4:21:41.0,10.84,46.29,8.41
7,1,오후 4:21:46.0,9.56,47.57,7.87
8,1,오후 4:21:51.0,10.5,46.58,8.1
9,1,오후 4:21:56.0,10.34,46.84,7.21
10,1,오후 4:22:01.0,10.79,43.59,8.4
11,1,오후 4:22:06.0,9.78,44.17,8.73
12,1,오후 4:22:11.0,10.83,44.71,8.53
13,1,오후 4:22:16.0,10.24,45.46,8.69
14,1,오후 4:22:21.0,10.77,44.2,7.55
15,1,오후 4:22:26.0,10.95,46.19,7.5
16,1,오후 4:22:31.0,10.02,44.87,7.12
17,1,오후 4:22:36.0,10.93,43.96,8.53
18,1,오후 4:22:41.0,10.23,45.63,7.83
19,1,오후 4:22:46.0,10.22,44.84,7.99
20,1,오후 4:22:51.0,9.57,47.17,8.64
21,1,오후 4:22:56.0,10.11,43.23,7.88
22,1,오후 4:23:01.0,9.95,43.54,7.24
23,1,오후 4:23:06.0,9.81,45.9,7.8
24,1,오후 4:23:11.0,10.6,44.44,8.21
25,1,오후 4:23:16.0,9.57,42.44,7.6
26,1,오후 4:23:21.1,9.66,45.95,8.26
27,1,오후 4:23:26.1,10.38,45.29,7.76
28,1,오후 4:23:31.1,10.28,47.09,7.3
29,1,오후 4:23:36.1,10.76,43.31,8.32
30,1,오후 4:23:41.1,10.67,46.23,7.91
31,1,오후 4:23:46.1,9.74,45.9,7.67
32,1,오후 4:23:51.1,9.89,44.72,7.27
33,1,오후 4:23:56.1,10.1,42.16,7.88
34,1,오후 4:24:01.1,9.82,42.34,8.51
35,1,오후 4:24:06.1,9.83,46.78,8.13
36,1,오후 4:24:11.1,10.87,42.98,8.32
37,1,오후 4:24:16.1,10.17,42.86,7.26
38,1,오후 4:24:21.1,9.54,47.85,8.94
39,1,오후 4:24:26.1,10.6,43.04,7.38
40,1,오후 4:24:31.1,10.42,42.44,7.03
41,1,오후 4:24:36.1,9.76,44.27,8.98
42,1,오후 4:24:41.1,10.81,42.77,7.01
43,1,오후 4:24:46.1,9.62,47.25,8.58
44,1,오후 4:24:51.1,9.58,44.03,8.35
45,1,오후 4:24:56.2,10.68,46.6,7.12
46,1,오후 4:25:01.2,10.52,42.47,8.88
47,1,오후 4:25:06.2,10.25,45.37,7.43
48,1,오후 4:25:11.2,9.87,47.74,7.07
49,1,오후 4:25:16.2,10.59,45.26,7.95
50,1,오후 4:25:21.2,10.29,43.47,7.13
51,1,오후 4:25:26.2,10.64,46.81,8.81
52,1,오후 4:25:31.2,9.76,44.15,8.99
53,1,오후 4:25:36.2,10.56,44.44,7.76
54,1,오후 4:25:41.2,9.86,45.57,8.55
55,1,오후 4:25:46.2,9.81,44.91,7.81
56,1,오후 4:25:51.2,9.73,46.34,8.8
57,1,오후 4:25:56.2,9.82,44.1,8.27
58,1,오후 4:26:01.2,10.65,44.92,8.99
59,1,오후 4:26:06.2,9.71,43.93,7.5
60,1,오후 4:26:11.2,10.84,42.48,7.37
61,1,오후 4:26:16.2,9.86,47.33,8.19
62,1,오후 4:26:21.2,9.68,42.92,8.51
63,1,오후 4:26:26.2,9.72,43.15,8.65
64,1,오후 4:26:31.2,10.49,43.66,8.75
65,1,오후 4:26:36.2,9.8,44.93,8.63
66,1,오후 4:26:41.3,9.52,42.01,7.68
67,1,오후 4:26:46.3,10.56,46.05,7.68
68,1,오후 4:26:51.3,10.89,47.82,8.9
69,1,오후 4:26:56.3,10.62,44.09,7.29
70,2,오후 4:27:21.8,9.87,42.81,7.62
71,2,오후 4:27:26.8,10.48,42.37,7.52
72,2,오후 4:27:31.8,10.9,43.31,8.03
73,2,오후 4:27:36.8,10.17,43.98,8.47
74,2,오후 4:27:41.8,11.2,45.9,7.45
75,2,오후 4:27:46.8,10.93,42.4,7.7
76,2,오후 4:27:51.9,9.96,46.21,8.36
77,2,오후 4:27:56.9,10.29,42.7,7.05
78,2,오후 4:28:01.9,10.89,43.7,7.95
79,2,오후 4:28:06.9,10.55,46.67,7.79
80,2,오후 4:28:11.9,9.59,44.12,8.04
81,2,오후 4:28:16.9,9.56,44.42,8.59
82,2,오후 4:28:21.9,9.88,43.3,8.85
83,2,오후 4:28:26.9,9.62,42.09,7.76
84,2,오후 4:28:31.9,10.49,47.55,7.19
85,2,오후 4:28:36.9,10.41,43.68,7.55
86,2,오후 4:28:41.9,10.14,42.43,8.84
87,2,오후 4:28:46.9,10.67,44.41,8.52
88,2,오후 4:28:51.9,10.1,47.54,8.19
89,2,오후 4:28:56.9,9.86,44.65,8.61
