Index,Lot,Time,pH,Temp,Current
1,1,오후 4:26:14.0,10.07,46.81,7.97
2,1,오후 4:26:19.0,10.73,47.47,8.85
3,1,오후 4:26:24.0,10.81,43.07,8.52
4,1,오후 4:26:29.0,10.87,46.87,7.12
5,1,오후 4:26:34.0,9.86,45.81,7.91
6,1,오후 4:26:39.0,10.28,46.84,8.6
7,1,오후 4:26:44.0,9.96,45.44,7.15
8,1,오후 4:26:49.0,9.87,42.29,8.03
9,1,오후 4:26:54.0,10.6,44.45,8.5
10,1,오후 4:26:59.0,10.72,44.43,8.66
11,1,오후 4:27:04.0,10.64,42.34,7.78
12,1,오후 4:27:09.0,10.43,42.24,8.96
13,1,오후 4:27:14.0,10.96,42.75,7.89
14,1,오후 4:27:19.0,10.94,44.86,7.53
15,1,오후 4:27:24.0,10.61,46.21,7.75
16,1,오후 4:27:29.0,9.59,44.87,7.82
17,1,오후 4:27:34.0,10.17,45.57,8.12
18,1,오후 4:27:39.0,10.92,45.75,8.44
19,1,오후 4:27:44.0,10.6,44.4,7.78
20,1,오후 4:27:49.0,10.71,45.05,8.33
21,1,오후 4:27:54.0,9.88,47.32,7.77
22,1,오후 4:27:59.1,10.19,46.76,7.59
23,1,오후 4:28:04.1,10.43,44.05,8.88
24,1,오후 4:28:09.1,10.59,45.99,8.43
25,1,오후 4:28:14.1,9.95,47.56,7.6
26,1,오후 4:28:19.1,10.04,47.36,8.7
27,1,오후 4:28:24.1,10.5,44.94,7.87
28,1,오후 4:28:29.1,9.87,42.95,7.76
29,1,오후 4:28:34.1,10.16,43.46,8.01
30,1,오후 4:28:39.1,10.81,46.71,8.11
31,1,오후 4:28:44.1,10.91,42.87,7.63
32,1,오후 4:28:49.1,10.29,44.36,8.4
33,1,오후 4:28:54.1,10.5,43.5,7.97
34,1,오후 4:28:59.1,9.62,45.45,8.52
35,1,오후 4:29:04.1,10.72,44.93,7.18
36,1,오후 4:29:09.1,10.85,44.46,8.26
37,1,오후 4:29:14.1,10.19,43.5,8.8
38,1,오후 4:29:19.1,10.67,44.43,8.12
39,1,오후 4:29:24.1,9.54,45.68,8.57
40,1,오후 4:29:29.1,9.64,46.91,7.69
41,1,오후 4:29:34.1,10.95,46.04,7.31
42,1,오후 4:29:39.1,10.1,42.95,7.38
43,1,오후 4:29:44.2,9.94,46.24,7.75
44,1,오후 4:29:49.2,9.77,44.78,8.45
45,1,오후 4:29:54.2,10.37,44.8,8.25
46,1,오후 4:29:59.2,10.02,47.54,7.74
47,1,오후 4:30:04.2,10,42.51,7.59
48,1,오후 4:30:09.2,9.57,46.12,7.32
49,1,오후 4:30:14.2,10.2,47,8.43
50,1,오후 4:30:19.2,10.15,42.74,7.72
51,1,오후 4:30:24.2,10.09,45,7.38
52,1,오후 4:30:29.2,9.56,45.27,7.26
53,1,오후 4:30:34.2,10.89,42.29,8.96
54,1,오후 4:30:39.2,9.92,43.5,8.83
55,1,오후 4:30:44.2,11.69,46.23,8.1
56,1,오후 4:30:49.2,10.53,44.48,8.07
57,1,오후 4:30:54.2,10.9,45.05,7.51
58,1,오후 4:30:59.2,10.54,45.14,7.2
59,1,오후 4:31:04.2,10.62,42.45,8.85
60,1,오후 4:31:09.2,9.67,46.48,8.65
61,1,오후 4:31:14.2,10.01,45.15,7.86
62,1,오후 4:31:19.2,10.75,43.85,7.74
63,1,오후 4:31:24.2,10.41,47.03,7.5
64,1,오후 4:31:29.2,9.83,42.05,8.39
65,1,오후 4:31:34.3,9.67,42.36,8.81
66,1,오후 4:31:39.3,10.94,44.69,8.42
67,1,오후 4:31:44.3,10.35,46.39,8.55
68,1,오후 4:31:49.3,10.52,42.45,7.44
69,1,오후 4:31:54.3,9.57,44.84,8.29
70,2,오후 4:32:22.1,10.4,42.58,8.8
71,2,오후 4:32:27.1,10.03,44.75,8.39
72,2,오후 4:32:32.1,9.99,44.16,7.68
73,2,오후 4:32:37.1,10.53,43.66,8.45
74,2,오후 4:32:42.1,9.87,47.24,7.56
75,2,오후 4:32:47.1,9.9,47.5,7.03
76,2,오후 4:32:52.1,10.03,42.36,7.01
77,2,오후 4:32:57.1,10.48,47.14,8.87
78,2,오후 4:33:02.1,9.65,43.42,8.37
79,2,오후 4:33:07.1,9.54,46.76,7.91
80,2,오후 4:33:12.1,10.32,43.02,7.82
81,2,오후 4:33:17.1,10.49,47.44,8.91
82,2,오후 4:33:22.1,10.43,45.13,8.55
83,2,오후 4:33:27.1,9.97,44.64,8.14
84,2,오후 4:33:32.2,10.03,45.72,7.51
85,2,오후 4:33:37.2,10.05,42.01,8.12
86,2,오후 4:33:42.2,10.59,47.06,8.13
87,2,오후 4:33:47.2,10.65,43.43,8.02
88,2,오후 4:33:52.2,9.73,45.59,8.46
89,2,오후 4:33:57.2,10,47.31,7.27
90,2,오후 4:34:02.2,10.66,44.27,7.08
91,2,오후 4:34:07.2,9.93,42.27,7.35
92,2,오후 4:34:12.2,10.77,44.22,7.89
93,2,오후 4:34:17.2,10.98,43.42,7.66
94,2,오후 4:34:22.2,10.55,43.18,8.17
95,2,오후 4:34:27.2,9.82,45.08,7.03
96,2,오후 4:34:32.2,10.69,44.18,8.45
97,2,오후 4:34:37.2,10.72,45.03,7.99
98,2,오후 4:34:42.2,10.89,47.76,7.77
99,2,오후 4:34:47.2,10.47,44.2,8.93
100,2,오후 4:34:52.2,10.43,45.43,8.36
101,2,오후 4:34:57.2,11.03,44.43,8.95
102,2,오후 4:35:02.2,9.63,42.85,8.39
103,2,오후 4:35:07.2,10.05,45.97,7.73
104,2,오후 4:35:12.3,9.7,42.89,7.1
105,2,오후 4:35:17.3,9.69,46.02,7.12
106,2,오후 4:35:22.3,10.89,45.27,7.16
107,2,오후 4:35:27.3,9.99,44.73,8.05
