Index,Lot,Time,pH,Temp,Current
1,1,오후 4:20:04.0,9.96,42.32,8.72
2,1,오후 4:20:09.0,9.83,45.75,7.84
3,1,오후 4:20:14.0,10.82,42.19,7.55
4,1,오후 4:20:19.0,9.89,47.86,7.24
5,1,오후 4:20:24.0,10.48,44.81,7.44
6,1,오후 4:20:29.0,10.99,45.96,8.56
7,1,오후 4:20:34.0,10.95,42.69,8.62
8,1,오후 4:20:39.0,10.47,44.34,7.39
9,1,오후 4:20:44.0,10.02,43.34,8.17
10,1,오후 4:20:49.0,10.43,46.87,8.14
11,1,오후 4:20:54.0,9.78,42.5,7.07
12,1,오후 4:20:59.0,9.77,45.36,7.46
13,1,오후 4:21:04.0,9.93,44.23,7.08
14,1,오후 4:21:09.0,10.7,47.08,7.09
15,1,오후 4:21:14.0,10.61,44.82,8.18
16,1,오후 4:21:19.0,9.91,42.75,8.26
17,1,오후 4:21:24.0,9.52,42.98,7.17
18,1,오후 4:21:29.0,10.43,46.31,7.53
19,1,오후 4:21:34.0,10.1,46.57,7.08
20,1,오후 4:21:39.1,9.82,47.42,8.26
21,1,오후 4:21:44.1,10.93,47.12,8.02
22,1,오후 4:21:49.1,9.62,45.92,7.6
23,1,오후 4:21:54.1,10.59,42.43,8.38
24,1,오후 4:21:59.1,10.73,44.89,8.62
25,1,오후 4:22:04.1,10.06,45.49,7.73
26,1,오후 4:22:09.1,9.71,47.46,8.07
27,1,오후 4:22:14.1,9.63,44,8.19
28,1,오후 4:22:19.1,10.8,43.79,8.36
29,1,오후 4:22:24.1,10.34,46.16,7.07
30,1,오후 4:22:29.1,10.13,42.2,7.19
31,1,오후 4:22:34.1,10.59,47.29,7.87
32,1,오후 4:22:39.1,10.26,44.89,7.92
33,1,오후 4:22:44.1,10.53,45.55,8.81
34,1,오후 4:22:49.1,10.11,45.94,7.33
35,1,오후 4:22:54.1,9.72,44.66,8.75
36,1,오후 4:22:59.1,10.75,47.29,8.66
37,1,오후 4:23:04.1,10.14,43.58,7.93
38,1,오후 4:23:09.1,10.14,43.91,7.94
39,1,오후 4:23:14.1,10.23,42.91,7.69
40,1,오후 4:23:19.1,9.67,43.53,8.93
41,1,오후 4:23:24.1,10.17,42.14,8.78
42,1,오후 4:23:29.1,10.76,46.52,8.91
43,1,오후 4:23:34.1,9.95,44.29,8.43
44,1,오후 4:23:39.1,10.86,42.01,8.34
45,1,오후 4:23:44.1,10.41,44.83,8.86
46,1,오후 4:23:49.2,10.17,47.82,8.66
47,1,오후 4:23:54.2,10.68,45.45,8.33
48,1,오후 4:23:59.2,9.6,44.01,7.48
49,1,오후 4:24:04.2,10.54,42.17,8.06
50,1,오후 4:24:09.2,9.97,45.41,8.37
51,1,오후 4:24:14.2,10.76,47.05,8.13
52,1,오후 4:24:19.2,9.96,42.87,8.49
53,1,오후 4:24:24.2,9.97,43.82,8.56
54,1,오후 4:24:29.2,10.27,42.72,8.63
55,1,오후 4:24:34.2,10.14,42.91,7.23
56,1,오후 4:24:39.2,10.97,42.48,8.7
57,1,오후 4:24:44.2,10.98,43.84,8.25
58,1,오후 4:24:49.2,10.99,46.31,8.35
59,1,오후 4:24:54.2,9.78,47.28,8.14
60,1,오후 4:24:59.2,10.66,44.93,8.69
61,1,오후 4:25:04.2,9.77,42.97,8.48
62,1,오후 4:25:09.2,10.63,44.19,8.49
63,1,오후 4:25:14.2,9.69,47.98,7.57
64,1,오후 4:25:19.2,9.83,43.19,8.96
65,1,오후 4:25:24.2,9.92,47.8,7.72
