Index,Lot,Time,pH,Temp,Current
1,1,오후 4:20:04.0,10.95,47.22,7.64
2,1,오후 4:20:09.0,11.29,50.03,8.28
3,1,오후 4:20:14.0,10.83,46.68,8.19
4,1,오후 4:20:19.0,10.27,46.65,7.38
5,1,오후 4:20:24.0,10.25,46.75,7.84
6,1,오후 4:20:29.0,11.09,47.25,8.07
7,1,오후 4:20:34.0,10.51,47.01,7.45
8,1,오후 4:20:39.0,10.56,44.55,8.46
9,1,오후 4:20:44.0,9.66,43.95,8.14
10,1,오후 4:20:49.0,10.09,44.48,8.47
11,1,오후 4:20:54.0,9.93,44.68,8.51
12,1,오후 4:20:59.0,10.5,45.01,7.77
13,1,오후 4:21:04.0,10.08,44.88,8.42
14,1,오후 4:21:09.0,9.95,44.52,8.11
15,1,오후 4:21:14.0,10.65,44.53,8.77
16,1,오후 4:21:19.0,10.93,51.68,8.48
17,1,오후 4:21:24.0,9.93,43.53,8.93
18,1,오후 4:21:29.0,10.91,42.72,8.08
19,1,오후 4:21:34.0,10.98,47.38,8.83
20,1,오후 4:21:39.0,10.86,43.44,8.4
21,1,오후 4:21:44.0,10.96,42.01,8.89
22,1,오후 4:21:49.1,10.69,44.93,8.11
23,1,오후 4:21:54.1,10.23,45.79,7.89
24,1,오후 4:21:59.1,10.24,47.59,7.78
25,1,오후 4:22:04.1,10.56,47.28,7.93
26,1,오후 4:22:09.1,10.45,44.46,7.22
27,1,오후 4:22:14.1,9.76,46.22,8.5
28,1,오후 4:22:19.1,9.76,44.78,8.76
29,1,오후 4:22:24.1,9.71,44.94,7.88
30,1,오후 4:22:29.1,9.57,47.52,8.36
31,1,오후 4:22:34.1,10.2,45.48,8.16
32,1,오후 4:22:39.1,11.38,46.61,6.29
33,1,오후 4:22:44.1,10.07,45.91,8.68
34,1,오후 4:22:49.1,10.09,47.13,8.64
35,1,오후 4:22:54.1,9.56,46.59,8.99
36,1,오후 4:22:59.1,9.91,45.11,7.37
37,1,오후 4:23:04.1,10.91,42.7,7.75
38,1,오후 4:23:09.1,9.69,47.01,7.3
39,1,오후 4:23:14.1,11.99,43.68,8.07
40,1,오후 4:23:19.1,10.71,44.89,7.64
41,1,오후 4:23:24.2,9.97,47.86,8.52
42,1,오후 4:23:29.2,10.97,46.51,8.05
43,1,오후 4:23:34.2,10.32,46.42,8.98
44,1,오후 4:23:39.2,11.03,43.46,7.19
45,1,오후 4:23:44.2,9.79,43.15,8.67
46,1,오후 4:23:49.2,11.2,43.04,8.58
47,1,오후 4:23:54.2,9.83,44.31,8
48,1,오후 4:23:59.2,10.2,45.84,7.63
49,1,오후 4:24:04.2,10.45,44.86,7.85
50,1,오후 4:24:09.2,10.36,47.46,7.25
51,1,오후 4:24:14.2,10.99,44.53,7.89
52,1,오후 4:24:19.2,9.83,46.03,8.11
53,1,오후 4:24:24.2,9.94,42.76,7.61
54,1,오후 4:24:29.2,10.19,42.33,8.34
55,1,오후 4:24:34.2,9.58,45.27,7.27
56,1,오후 4:24:39.2,10.03,45.89,8.33
57,1,오후 4:24:44.2,10.78,44.26,7.44
58,1,오후 4:24:49.2,9.84,46.23,8.21
59,1,오후 4:24:54.2,10.48,44.67,8.7
60,1,오후 4:24:59.2,11.75,44.04,6.18
61,1,오후 4:25:04.2,10.36,44.09,7.85
62,1,오후 4:25:09.3,9.85,44.41,7.68
63,1,오후 4:25:14.3,10.12,43.12,8.4
64,1,오후 4:25:19.3,10.95,47.89,8.01
65,1,오후 4:25:24.3,10.29,45.57,7.89
66,1,오후 4:25:29.3,10.75,42.54,7.36
67,1,오후 4:25:34.3,9.73,44.08,8.3
68,1,오후 4:25:39.3,10.97,47.15,8.65
69,1,오후 4:25:44.3,10.05,44.77,8.56
70,2,오후 4:26:10.8,9.73,44.32,7.35
71,2,오후 4:26:15.8,10.71,45.9,7.05
72,2,오후 4:26:20.8,9.67,47.2,8.79
73,2,오후 4:26:25.8,9.83,47.29,8.93
74,2,오후 4:26:30.8,9.96,46.16,7.49
75,2,오후 4:26:35.8,9.65,45.74,8.17
76,2,오후 4:26:40.8,10.98,45.55,8.62
77,2,오후 4:26:45.8,10.31,44.39,8.03
78,2,오후 4:26:50.8,10.36,43.59,8.83
79,2,오후 4:26:55.8,10.09,45.86,6.29
80,2,오후 4:27:00.8,10.97,44.56,7.54
81,2,오후 4:27:05.8,10.09,45.86,6.29
82,2,오후 4:27:10.9,10.89,45.5,7.52
83,2,오후 4:27:15.9,10.62,47.73,7.15
84,2,오후 4:27:20.9,9.68,43.26,7.19
85,2,오후 4:27:25.9,10.59,42.78,7.93
86,2,오후 4:27:30.9,10.3,46.05,8.06
87,2,오후 4:27:35.9,9.69,46.08,7.1
88,2,오후 4:27:40.9,10.57,45.14,8.06
89,2,오후 4:27:45.9,9.53,43.68,8.62
90,2,오후 4:27:50.9,10.56,46.95,8.81
91,2,오후 4:27:55.9,10.6,45.57,8.73
92,2,오후 4:28:00.9,10.56,44.78,8.85
93,2,오후 4:28:05.9,10.93,42.89,8.78
94,2,오후 4:28:10.9,10.81,43.04,7.29
95,2,오후 4:28:15.9,10.09,45.86,6.29
96,2,오후 4:28:20.9,9.71,43.42,8.81
97,2,오후 4:28:25.9,10.69,47.84,7.06
98,2,오후 4:28:30.9,9.98,45.42,8.67
99,2,오후 4:28:35.9,9.94,45.46,7.32
100,2,오후 4:28:40.9,9.88,45.16,8.9
101,2,오후 4:28:45.9,10.52,45.93,7.79
102,2,오후 4:28:50.9,10.39,46.58,7.28
103,2,오후 4:28:55.9,10.66,43.68,8.69
104,2,오후 4:29:01.0,10.06,45.54,7.65
105,2,오후 4:29:06.0,9.82,45.05,8.95
106,2,오후 4:29:11.0,10.79,46.54,8.03
107,2,오후 4:29:16.0,9.88,47.76,8.49
108,2,오후 4:29:21.0,10.25,46.87,8.03
109,2,오후 4:29:26.0,10.5,47.18,7.17
110,2,오후 4:29:31.0,10.79,44.26,7.42
111,2,오후 4:29:36.0,9.56,45.33,8.1
112,2,오후 4:29:41.0,10.01,43.76,8.77
113,2,오후 4:29:46.0,10.27,46.9,7.03
114,2,오후 4:29:51.0,10.11,42.71,8.53
115,2,오후 4:29:56.0,10.6,43.68,8.3
116,2,오후 4:30:01.0,10.49,43.86,8.8
117,2,오후 4:30:06.0,9.73,42.26,7.73
118,2,오후 4:30:11.0,10.09,45.86,6.29
119,2,오후 4:30:16.0,10.03,45.92,7.1
120,2,오후 4:30:21.0,9.78,47.16,8.55
121,2,오후 4:30:26.0,10.17,46.86,8.24
122,2,오후 4:30:31.0,10.45,47.87,8.96
123,2,오후 4:30:36.0,10.37,42.09,8.2
124,2,오후 4:30:41.1,9.72,45.39,7.87
125,2,오후 4:30:46.1,10.71,42.38,7.5
126,2,오후 4:30:51.1,10.65,45.95,7.16
127,2,오후 4:30:56.1,10.53,44.71,7.11
128,2,오후 4:31:01.1,9.72,45.83,8.83
129,2,오후 4:31:06.1,10.65,43.5,7.02
130,2,오후 4:31:11.1,10.76,42.01,8.71
131,2,오후 4:31:16.1,10.48,42.71,8.6
132,2,오후 4:31:21.1,10.52,45.02,8.93
133,2,오후 4:31:26.1,10.34,43.99,7.41
134,2,오후 4:31:31.1,10.29,46.23,7.39
135,2,오후 4:31:36.1,10,42.21,8.3
136,2,오후 4:31:41.1,10.94,42.46,8
137,2,오후 4:31:46.1,10.88,44.81,8.49
138,2,오후 4:31:51.1,10.95,45.83,7.39
139,3,오후 4:32:17.2,10.92,44.59,8.86
140,3,오후 4:32:22.2,9.63,47.08,8.69
141,3,오후 4:32:27.2,9.66,46.65,7.32
142,3,오후 4:32:32.2,10.11,42.54,7.95
143,3,오후 4:32:37.2,10.48,46.22,7.77
144,3,오후 4:32:42.2,9.96,46.61,8.05
145,3,오후 4:32:47.2,10.71,47.94,8.87
146,3,오후 4:32:52.2,10.82,44.23,8.67
147,3,오후 4:32:57.2,10.76,47.81,8.13
148,3,오후 4:33:02.2,10.92,45.74,8.26
149,3,오후 4:33:07.2,10.71,44.63,8.36
150,3,오후 4:33:12.2,10.59,46.5,8.48
151,3,오후 4:33:17.2,10.04,46.26,8.78
152,3,오후 4:33:22.2,10.34,42.2,7.75
153,3,오후 4:33:27.3,10.36,47.42,8.82
154,3,오후 4:33:32.3,9.87,47.09,7.95
155,3,오후 4:33:37.3,10.27,44.48,7.01
156,3,오후 4:33:42.3,10.7,44.05,8.54
157,3,오후 4:33:47.3,10.31,44.54,8.29
158,3,오후 4:33:52.3,10.46,43.47,8.64
159,3,오후 4:33:57.3,10.11,43.81,7.74
160,3,오후 4:34:02.3,10.01,42.96,7.94
161,3,오후 4:34:07.3,10.27,42.62,7.82
162,3,오후 4:34:12.3,10.57,45.35,8.31
163,3,오후 4:34:17.3,10.89,44.5,6.45
164,3,오후 4:34:22.3,10.07,47.05,8.14
165,3,오후 4:34:27.3,10.31,43.95,7.16
166,3,오후 4:34:32.3,9.98,47.74,7.7
167,3,오후 4:34:37.3,10,43.98,7.93
168,3,오후 4:34:42.3,9.66,45.54,8.21
169,3,오후 4:34:47.3,9.82,47.91,8.73
170,3,오후 4:34:52.3,9.86,42.03,7.98
171,3,오후 4:34:57.3,10.64,44.5,8.8
172,3,오후 4:35:02.3,10.85,45.57,8.07
173,3,오후 4:35:07.4,10.97,44.95,8.99
174,3,오후 4:35:12.4,9.74,42.15,8.78
175,3,오후 4:35:17.4,9.61,46.49,8.6
176,3,오후 4:35:22.4,9.62,43.28,7.38
177,3,오후 4:35:27.4,10.82,45.26,7.22
178,3,오후 4:35:32.4,9.79,44.92,8.19
179,3,오후 4:35:37.4,9.54,47.46,7.4
180,3,오후 4:35:42.4,10.07,44.75,8.75
181,3,오후 4:35:47.4,9.7,47.81,7.09
182,3,오후 4:35:52.4,10.27,47.03,8.72
183,3,오후 4:35:57.4,9.76,42.98,8.79
184,3,오후 4:36:02.4,9.53,46.96,8.2
185,3,오후 4:36:07.4,10.47,46.58,7.29
186,3,오후 4:36:12.4,9.58,47.66,7.18
187,3,오후 4:36:17.4,10.71,44.96,8.27
188,3,오후 4:36:22.4,10.32,43.52,8.9
189,3,오후 4:36:27.4,10,43.08,7.99
190,3,오후 4:36:32.5,10.33,44.28,7.47
191,3,오후 4:36:37.5,10.53,42.64,8.16
192,3,오후 4:36:42.5,10.98,47.25,8.04
193,3,오후 4:36:47.5,10.26,42.62,7.85
194,3,오후 4:36:52.5,10.35,46.18,7.79
195,3,오후 4:36:57.5,10.2,46.66,7.81
196,3,오후 4:37:02.5,10.31,47.58,7.26
197,3,오후 4:37:07.5,9.74,46.79,8.13
198,3,오후 4:37:12.5,9.97,47.35,8.95
199,3,오후 4:37:17.5,10.62,46.16,7.02
200,3,오후 4:37:22.5,9.94,46.02,7.31
201,3,오후 4:37:27.5,10.75,44.1,8.23
202,3,오후 4:37:32.5,10.68,45.94,7.59
203,3,오후 4:37:37.5,9.62,46.39,7.1
204,3,오후 4:37:42.5,10.75,42.39,8.79
205,3,오후 4:37:47.5,9.7,46.38,8.65
206,3,오후 4:37:52.5,9.56,46.07,7.07
207,3,오후 4:37:57.5,10.4,43.62,8.67
208,4,오후 4:38:23.9,10.23,43.44,8.83
209,4,오후 4:38:28.9,9.91,47.19,8.19
210,4,오후 4:38:34.0,9.87,43.01,8.16
211,4,오후 4:38:39.0,10.99,45.44,8.78
212,4,오후 4:38:44.0,10.77,43.87,8.38
213,4,오후 4:38:49.0,9.7,47.92,7.16
214,4,오후 4:38:54.0,9.75,45.36,7.75
215,4,오후 4:38:59.0,10.01,43.33,8.48
216,4,오후 4:39:04.0,9.96,45.2,8.74
217,4,오후 4:39:09.0,10.08,44.29,7.1
218,4,오후 4:39:14.0,10.06,43.82,7.27
219,4,오후 4:39:19.0,9.66,43.75,7.56
220,4,오후 4:39:24.0,10.51,42.9,8.73
221,4,오후 4:39:29.0,10.3,42.46,8.93
222,4,오후 4:39:34.0,10.28,42.1,8.55
223,4,오후 4:39:39.0,9.93,42.73,8.78
224,4,오후 4:39:44.0,9.76,44.96,7.52
225,4,오후 4:39:49.0,10.87,47.19,7.39
226,4,오후 4:39:54.0,10.95,44.98,7.44
227,4,오후 4:39:59.0,9.95,42.79,7.81
228,4,오후 4:40:04.0,10.48,45.81,7.6
229,4,오후 4:40:09.0,10.85,47.55,8
230,4,오후 4:40:14.0,10.37,43.57,7.13
231,4,오후 4:40:19.0,10.85,44.34,8.03
232,4,오후 4:40:24.1,10.01,46.54,7.31
233,4,오후 4:40:29.1,10.74,44.34,8.44
234,4,오후 4:40:34.1,10.8,43.5,8.05
235,4,오후 4:40:39.1,10.75,45.4,8.79
236,4,오후 4:40:44.1,9.99,47.86,7.79
237,4,오후 4:40:49.1,10.23,44.21,8.83
238,4,오후 4:40:54.1,10.71,44.48,7.74
239,4,오후 4:40:59.1,10.93,42.28,7.3
