Index,Lot,Time,pH,Temp,Current
1,1,오후 4:22:29.0,10.68,44.65,7.12
2,1,오후 4:22:34.0,10.42,44.68,8.01
3,1,오후 4:22:39.0,10.96,43.45,8.2
4,1,오후 4:22:44.0,10.9,44.81,7.49
5,1,오후 4:22:49.0,10.44,45.93,8.48
6,1,오후 4:22:54.0,10,42.3,7.39
7,1,오후 4:22:59.0,9.97,46.23,8.73
8,1,오후 4:23:04.0,10.33,43.34,8.28
9,1,오후 4:23:09.0,10.46,45.6,8.91
10,1,오후 4:23:14.0,10.6,42.17,7.29
11,1,오후 4:23:19.0,10.71,47.45,8.95
12,1,오후 4:23:24.0,9.7,42.4,7.99
13,1,오후 4:23:29.0,10.09,44.87,7.8
14,1,오후 4:23:34.0,10.64,44.88,8.69
15,1,오후 4:23:39.0,10.28,42.47,7.36
16,1,오후 4:23:44.0,10.04,43.42,8.18
17,1,오후 4:23:49.0,10.72,45.38,7.66
18,1,오후 4:23:54.0,10.15,43.27,7.77
19,1,오후 4:23:59.0,9.8,43.63,7.22
20,1,오후 4:24:04.0,10.98,43.71,8.22
21,1,오후 4:24:09.0,10.82,46.06,8.14
22,1,오후 4:24:14.1,10.2,46.67,8.41
23,1,오후 4:24:19.1,10.08,44.26,7.79
24,1,오후 4:24:24.1,10.63,43.88,8.13
25,1,오후 4:24:29.1,10.64,45.95,7.04
26,1,오후 4:24:34.1,9.59,43.51,8.97
27,1,오후 4:24:39.1,10.08,44.15,8.27
28,1,오후 4:24:44.1,9.59,47.84,7.67
29,1,오후 4:24:49.1,11.87,43.42,8.98
30,1,오후 4:24:54.1,9.6,44.93,7.95
31,1,오후 4:24:59.1,10.59,46.67,8
32,1,오후 4:25:04.1,10.95,47.88,7.69
33,1,오후 4:25:09.1,11.65,45.68,8.83
34,1,오후 4:25:14.1,10.17,46.64,8.59
35,1,오후 4:25:19.1,9.51,47.36,8.41
36,1,오후 4:25:24.2,11.74,47.99,8.02
37,1,오후 4:25:29.2,10.5,45.72,8.36
38,1,오후 4:25:34.2,10.71,47.53,8.83
39,1,오후 4:25:39.2,10.65,43,8.07
40,1,오후 4:25:44.2,9.75,44.42,8.92
41,1,오후 4:25:49.2,10.45,44.51,8.26
42,1,오후 4:25:54.2,9.69,45.31,8.91
43,1,오후 4:25:59.2,10.54,43.21,8.94
44,1,오후 4:26:04.2,10.55,44.41,7.83
45,1,오후 4:26:09.2,10.54,43.43,8.2
46,1,오후 4:26:14.2,10.38,46.43,7.01
47,1,오후 4:26:19.2,10.41,42.66,7.33
48,1,오후 4:26:24.2,10.66,44.64,8.1
49,1,오후 4:26:29.2,9.96,45.99,8.04
50,1,오후 4:26:34.2,10.61,44.16,8.44
51,1,오후 4:26:39.2,9.57,45.48,7.41
52,1,오후 4:26:44.2,9.95,45.35,7.11
53,1,오후 4:26:49.2,10.59,47.17,8.24
54,1,오후 4:26:54.2,9.58,44.37,7.89
55,1,오후 4:26:59.2,10.45,44.66,8.7
56,1,오후 4:27:04.2,9.92,47.06,8.36
57,1,오후 4:27:09.3,9.99,47.96,8.64
58,1,오후 4:27:14.3,10.43,42.91,8.5
59,1,오후 4:27:19.3,9.79,42.29,7.28
60,1,오후 4:27:24.3,10.88,43.29,8.7
61,1,오후 4:27:29.3,10.74,47.53,7.83
62,1,오후 4:27:34.3,10.75,47.9,7.38
63,1,오후 4:27:39.3,10.04,43.65,8.37
64,1,오후 4:27:44.3,9.97,42.23,7.22
65,1,오후 4:27:49.3,10.05,43.4,8.43
66,1,오후 4:27:54.3,10.41,45,8.23
67,1,오후 4:27:59.3,10.98,46.13,7.64
68,1,오후 4:28:04.3,10.75,44.57,8.29
69,1,오후 4:28:09.3,9.54,44.43,8.02
70,2,오후 4:28:37.2,10.23,42.29,8.38
71,2,오후 4:28:42.2,9.75,45.7,8.37
72,2,오후 4:28:47.2,10.55,47.73,7.54
73,2,오후 4:28:52.3,10.52,45.76,8.54
74,2,오후 4:28:57.3,10.36,46.93,7.37
75,2,오후 4:29:02.3,10.51,44.21,8.36
76,2,오후 4:29:07.3,10.67,46.29,6.32
77,2,오후 4:29:12.3,10.64,42.01,8.08
78,2,오후 4:29:17.3,10.84,43.32,7.6
79,2,오후 4:29:22.3,10.67,43.81,7.8
80,2,오후 4:29:27.3,10.03,45.73,8.56
81,2,오후 4:29:32.3,9.86,46.65,7.94
82,2,오후 4:29:37.3,9.76,45.26,8.29
83,2,오후 4:29:42.3,11.55,45.78,7.98
84,2,오후 4:29:47.3,10.43,45.89,8.1
85,2,오후 4:29:52.3,9.52,45.35,8.79
86,2,오후 4:29:57.3,9.97,43.68,8.13
87,2,오후 4:30:02.3,9.84,45.56,7.8
88,2,오후 4:30:07.3,9.66,46.27,7.07
89,2,오후 4:30:12.3,10.7,44.05,8.14
90,2,오후 4:30:17.3,10.71,47.28,7.4
91,2,오후 4:30:22.3,9.71,46.91,8.23
92,2,오후 4:30:27.3,10.93,44.04,7.13
93,2,오후 4:30:32.3,10.66,45.32,8.76
94,2,오후 4:30:37.3,10.51,43.75,8.37
95,2,오후 4:30:42.3,10.1,42.83,8.53
96,2,오후 4:30:47.3,9.58,47.88,8.39
97,2,오후 4:30:52.3,10.74,43.26,8.01
98,2,오후 4:30:57.3,10.33,44.14,7.76
99,2,오후 4:31:02.4,9.86,42.82,7.5
100,2,오후 4:31:07.4,10.96,46.39,8
101,2,오후 4:31:12.4,10.38,44.77,7.62
102,2,오후 4:31:17.4,10.94,46.74,8.33
103,2,오후 4:31:22.4,10.73,46.73,8.4
104,2,오후 4:31:27.4,10.84,42.83,8.39
105,2,오후 4:31:32.4,9.92,44.97,8.68
106,2,오후 4:31:37.4,10.1,43.79,8.52
107,2,오후 4:31:42.4,9.87,43.67,8.96
108,2,오후 4:31:47.4,9.98,43.81,8.96
109,2,오후 4:31:52.4,10.38,46.54,8.82
110,2,오후 4:31:57.4,10.82,43.06,8.99
111,2,오후 4:32:02.4,10.45,42.56,7.56
112,2,오후 4:32:07.4,9.59,42.05,7.52
113,2,오후 4:32:12.4,10.16,45.54,7.52
114,2,오후 4:32:17.4,10.08,44.83,8.18
115,2,오후 4:32:22.5,10.46,45.36,7.7
116,2,오후 4:32:27.5,10.47,46.01,7.29
117,2,오후 4:32:32.5,10.33,46.81,8.41
118,2,오후 4:32:37.5,10.14,45.15,8.85
119,2,오후 4:32:42.5,9.98,47.18,8.67
120,2,오후 4:32:47.5,9.73,47.86,8.5
121,2,오후 4:32:52.5,10.46,42.84,8.84
122,2,오후 4:32:57.5,10.22,47.26,7.88
123,2,오후 4:33:02.5,10.75,45.55,8.58
124,2,오후 4:33:07.5,10.99,46.52,7.59
125,2,오후 4:33:12.5,10.88,43.34,8.68
126,2,오후 4:33:17.5,9.93,44.32,8.1
127,2,오후 4:33:22.5,9.75,44.64,8.59
128,2,오후 4:33:27.5,10.63,46.08,7.04
129,2,오후 4:33:32.5,9.78,46.13,8.43
130,2,오후 4:33:37.5,10.42,47.97,7.25
131,2,오후 4:33:42.5,9.64,47.58,7.07
132,2,오후 4:33:47.5,10.77,43.94,8.96
133,2,오후 4:33:52.5,10.61,44.57,7.41
134,2,오후 4:33:57.5,10.14,44.77,7.49
135,2,오후 4:34:02.6,9.84,43.49,8.28
136,2,오후 4:34:07.6,10.64,45.35,7.45
137,2,오후 4:34:12.6,11.57,46.9,7.29
138,2,오후 4:34:17.6,9.74,43.32,8.3
139,3,오후 4:34:44.1,10.02,42.2,7.71
140,3,오후 4:34:49.1,10.09,44.78,8.02
141,3,오후 4:34:54.1,9.95,42.98,7.37
142,3,오후 4:34:59.1,10.57,46.81,7.7
143,3,오후 4:35:04.1,10.56,45.72,7.92
144,3,오후 4:35:09.1,10.88,44.94,8.41
145,3,오후 4:35:14.1,10.82,45.79,7.66
146,3,오후 4:35:19.1,9.65,42.38,7.56
147,3,오후 4:35:24.1,10.07,47.7,8.71
148,3,오후 4:35:29.1,9.93,46.95,8
149,3,오후 4:35:34.1,10.6,42.55,6.41
150,3,오후 4:35:39.2,10.91,43.9,8.77
151,3,오후 4:35:44.2,9.88,45.71,7.39
152,3,오후 4:35:49.2,10.06,44.27,8.23
153,3,오후 4:35:54.2,10.69,46.37,7.54
154,3,오후 4:35:59.2,9.81,44.31,7.61
155,3,오후 4:36:04.2,10.48,46.26,7.56
156,3,오후 4:36:09.2,9.94,44.54,8.38
157,3,오후 4:36:14.2,10.2,45.56,7.87
158,3,오후 4:36:19.2,10.03,43.51,7.01
159,3,오후 4:36:24.2,10.17,43.29,7.68
160,3,오후 4:36:29.2,10.09,43.02,8.57
161,3,오후 4:36:34.2,9.84,45.16,8.9
162,3,오후 4:36:39.2,10.59,45.27,7.38
163,3,오후 4:36:44.2,10.62,45,8.57
