Index,Lot,Time,pH,Temp,Current
1,1,오후 4:20:40.0,9.66,43.29,7.61
2,1,오후 4:20:45.0,10.28,46.77,7.8
3,1,오후 4:20:50.0,9.98,43.34,7.21
4,1,오후 4:20:55.0,9.96,46.48,7.32
5,1,오후 4:21:00.0,9.66,46.28,7.15
6,1,오후 4:21:05.0,10.48,45.56,7.59
7,1,오후 4:21:10.0,10.31,47.13,7.09
8,1,오후 4:21:15.0,9.58,46.72,7.7
9,1,오후 4:21:20.0,9.73,43.8,8.28
10,1,오후 4:21:25.0,10.09,44.85,8.52
11,1,오후 4:21:30.0,9.7,43.32,7.49
12,1,오후 4:21:35.0,10.15,43.45,7.98
13,1,오후 4:21:40.0,9.84,44.44,8.35
14,1,오후 4:21:45.0,10.02,44.85,8.92
15,1,오후 4:21:50.0,10.25,44.2,8.13
16,1,오후 4:21:55.0,10.58,44.61,8.36
17,1,오후 4:22:00.0,10.14,44.55,7.33
18,1,오후 4:22:05.0,10.46,47.86,7.93
19,1,오후 4:22:10.0,10.16,46.41,8.87
20,1,오후 4:22:15.1,10.78,44.66,7.59
21,1,오후 4:22:20.1,10.1,46.39,7.98
22,1,오후 4:22:25.1,10.73,42.88,7.43
23,1,오후 4:22:30.1,9.63,44.77,7.87
24,1,오후 4:22:35.1,10.2,44.52,7.37
25,1,오후 4:22:40.1,10.77,47.63,8.24
26,1,오후 4:22:45.1,9.88,42.24,8.87
27,1,오후 4:22:50.1,10.7,44.46,8.91
28,1,오후 4:22:55.1,9.95,47.78,8.19
29,1,오후 4:23:00.1,9.72,42.08,8.82
30,1,오후 4:23:05.1,10.81,43.39,8.13
31,1,오후 4:23:10.1,9.78,44.15,7.78
32,1,오후 4:23:15.1,9.69,42.38,7.36
33,1,오후 4:23:20.1,10.98,42.33,7.35
34,1,오후 4:23:25.1,10.59,42.95,8.09
35,1,오후 4:23:30.1,10.34,43.1,7.53
36,1,오후 4:23:35.1,10.12,46.3,7.79
37,1,오후 4:23:40.1,10.41,47.57,8.48
38,1,오후 4:23:45.1,10.27,43.04,7.1
39,1,오후 4:23:50.1,9.6,42.32,8.58
40,1,오후 4:23:55.2,9.52,47.22,8.54
41,1,오후 4:24:00.2,10.26,44.99,8.18
42,1,오후 4:24:05.2,10.12,47.77,7.95
43,1,오후 4:24:10.2,10.12,45.84,8.19
44,1,오후 4:24:15.2,10.48,45.03,8.3
45,1,오후 4:24:20.2,9.99,46.69,8.6
46,1,오후 4:24:25.2,10.53,42.37,8.75
47,1,오후 4:24:30.2,10.08,42.25,7.55
48,1,오후 4:24:35.2,10.96,43.77,7.87
49,1,오후 4:24:40.2,10.43,47.29,7.92
50,1,오후 4:24:45.2,9.78,44.11,8.36
51,1,오후 4:24:50.2,9.74,43.78,7.18
52,1,오후 4:24:55.2,10.73,45.99,7.66
53,1,오후 4:25:00.2,10.77,45.17,8.37
54,1,오후 4:25:05.2,10.94,43.92,8.48
55,1,오후 4:25:10.2,10.52,46.12,7.59
56,1,오후 4:25:15.2,10.81,46.39,7.23
57,1,오후 4:25:20.2,10.2,46.91,8.21
58,1,오후 4:25:25.2,9.85,43.42,7.49
59,1,오후 4:25:30.2,10.42,43,8.76
60,1,오후 4:25:35.2,10.5,45.49,8.38
61,1,오후 4:25:40.2,10.33,44.58,7.78
62,1,오후 4:25:45.3,9.59,43.71,8.43
63,1,오후 4:25:50.3,9.67,45.18,8.45
64,1,오후 4:25:55.3,10.03,42.15,7.46
65,1,오후 4:26:00.3,10.08,43.13,8.63
66,1,오후 4:26:05.3,10.64,43.87,7.85
67,1,오후 4:26:10.3,10.08,45.63,8.8
68,1,오후 4:26:15.3,9.69,46.27,7.84
69,1,오후 4:26:20.3,10.19,43.24,8.73
70,2,오후 4:26:48.3,10.59,45.48,8.39
71,2,오후 4:26:53.3,10.7,45.47,8.86
72,2,오후 4:26:58.3,10.05,46.89,8.55
73,2,오후 4:27:03.3,9.58,47.29,7.48
74,2,오후 4:27:08.3,10.5,44.53,7.86
75,2,오후 4:27:13.3,10.3,46.5,7.34
76,2,오후 4:27:18.3,10.9,42.13,8.04
77,2,오후 4:27:23.3,10.13,46.48,7.74
78,2,오후 4:27:28.3,9.53,43.84,8.53
79,2,오후 4:27:33.3,10.69,47.55,8.34
80,2,오후 4:27:38.3,10.35,43.23,8.4
81,2,오후 4:27:43.3,10.25,42.62,7.39
82,2,오후 4:27:48.3,10.82,46.36,8.38
83,2,오후 4:27:53.3,9.92,45.04,7.08
84,2,오후 4:27:58.3,10.36,43.62,8.78
85,2,오후 4:28:03.3,10.23,46.27,8.11
86,2,오후 4:28:08.4,9.71,45.52,8.28
87,2,오후 4:28:13.4,9.86,44.68,8.81
88,2,오후 4:28:18.4,10.9,43.53,7.35
89,2,오후 4:28:23.4,10.91,43.45,7.26
90,2,오후 4:28:28.4,10.61,42.43,7.92
91,2,오후 4:28:33.4,10.6,43.32,8.25
92,2,오후 4:28:38.4,10.63,45.25,8.52
93,2,오후 4:28:43.4,9.86,42.99,7.06
94,2,오후 4:28:48.4,10.74,46.61,8.61
95,2,오후 4:28:53.4,10.44,45.55,7.9
96,2,오후 4:28:58.4,9.61,43.84,7.71
97,2,오후 4:29:03.4,9.86,42.67,8.19
98,2,오후 4:29:08.4,10.08,43.02,8.77
99,2,오후 4:29:13.4,10.5,43.73,8.03
100,2,오후 4:29:18.4,10.36,46.19,7.79
101,2,오후 4:29:23.4,10.22,46.66,8.31
102,2,오후 4:29:28.4,9.76,46.36,5.78
103,2,오후 4:29:33.5,10.05,45.74,7.45
104,2,오후 4:29:38.5,10.65,46.82,7.82
105,2,오후 4:29:43.5,10.5,47.97,7.04
106,2,오후 4:29:48.5,10.18,46.64,7.96
107,2,오후 4:29:53.5,9.78,43.34,8.67
108,2,오후 4:29:58.5,9.89,47.3,7.92
109,2,오후 4:30:03.5,10.37,42.13,7.43
110,2,오후 4:30:08.5,10.25,43.65,8.79
111,2,오후 4:30:13.5,10.52,47.46,8.35
112,2,오후 4:30:18.5,10.72,44.32,8.82
113,2,오후 4:30:23.5,10.68,43.86,7.47
114,2,오후 4:30:28.5,10.31,45.69,7.87
115,2,오후 4:30:33.5,9.78,47.63,7.88
116,2,오후 4:30:38.5,10.58,42.53,7.9
117,2,오후 4:30:43.5,10.17,47.52,8.5
118,2,오후 4:30:48.5,10.69,42.27,7.94
119,2,오후 4:30:53.5,9.51,44.12,7.96
120,2,오후 4:30:58.5,10.75,42.14,8.71
121,2,오후 4:31:03.6,10.41,45.6,8.93
122,2,오후 4:31:08.6,10.25,44.08,8.34
123,2,오후 4:31:13.6,10.22,47.89,7.57
124,2,오후 4:31:18.6,10.79,46.69,8.49
125,2,오후 4:31:23.6,10.16,44.43,7.24
126,2,오후 4:31:28.6,9.65,45.84,8.92
127,2,오후 4:31:33.6,9.74,47.76,8.73
128,2,오후 4:31:38.6,10.59,47.47,7.8
129,2,오후 4:31:43.6,10.4,47.36,8.26
130,2,오후 4:31:48.6,10.73,46.94,7.91
131,2,오후 4:31:53.6,9.61,46.56,7.21
132,2,오후 4:31:58.6,9.97,44.87,7.67
133,2,오후 4:32:03.6,10.32,44.91,8.85
134,2,오후 4:32:08.6,10.81,47.43,8.65
135,2,오후 4:32:13.6,10.38,44.39,8.55
136,2,오후 4:32:18.6,10.62,44.16,8.1
137,2,오후 4:32:23.6,10.69,46.48,8.52
138,2,오후 4:32:28.7,10.11,44.04,8.57
139,3,오후 4:32:56.4,10.89,45.65,8.98
140,3,오후 4:33:01.4,10.32,46.29,8.39
141,3,오후 4:33:06.4,10.87,45.51,8.23
142,3,오후 4:33:11.4,10.45,43.09,7.95
143,3,오후 4:33:16.4,10.3,44.85,7.28
144,3,오후 4:33:21.4,10.96,44.32,8.7
145,3,오후 4:33:26.4,10.65,45.94,7.88
146,3,오후 4:33:31.4,10.18,47.13,8.48
147,3,오후 4:33:36.4,10.97,44.35,7.85
148,3,오후 4:33:41.5,9.71,43.92,8.57
149,3,오후 4:33:46.5,9.64,44.88,8.55
150,3,오후 4:33:51.5,9.88,43.13,8.51
151,3,오후 4:33:56.5,9.72,43.99,8.93
152,3,오후 4:34:01.5,10.13,44.1,7.31
153,3,오후 4:34:06.5,9.88,45.46,8.66
154,3,오후 4:34:11.5,10.25,42.97,8.91
155,3,오후 4:34:16.5,10.09,46.93,8.69
156,3,오후 4:34:21.5,10.52,44.55,8.83
157,3,오후 4:34:26.5,10.65,45.61,7.16
158,3,오후 4:34:31.5,9.74,45.88,7.52
159,3,오후 4:34:36.5,10,47.1,7.95
160,3,오후 4:34:41.5,9.78,44.96,7.13
161,3,오후 4:34:46.5,9.88,42.39,8.31
162,3,오후 4:34:51.5,10.18,44.98,8.04
163,3,오후 4:34:56.5,10.33,46.89,7.03
164,3,오후 4:35:01.5,9.58,42.92,8.14
165,3,오후 4:35:06.6,9.96,44.83,7.6
166,3,오후 4:35:11.6,10.81,46.06,7.36
167,3,오후 4:35:16.6,9.87,43.72,7.34
168,3,오후 4:35:21.6,9.56,44.45,7.94
169,3,오후 4:35:26.6,9.53,43.67,8.1
170,3,오후 4:35:31.6,10.09,43.9,8.29
171,3,오후 4:35:36.6,9.77,43.06,7.41
172,3,오후 4:35:41.6,10.66,47.09,7.57
173,3,오후 4:35:46.6,9.54,43.3,8.84
174,3,오후 4:35:51.6,10.53,42.13,8.12
175,3,오후 4:35:56.6,10.22,45.21,8.16
176,3,오후 4:36:01.6,10.72,44.99,7.52
177,3,오후 4:36:06.6,9.9,44.38,8.89
178,3,오후 4:36:11.6,10.19,45.5,7.71
179,3,오후 4:36:16.6,10.28,43.08,8.5
180,3,오후 4:36:21.6,10.57,47.17,7.96
181,3,오후 4:36:26.6,10.91,46.86,7.43
182,3,오후 4:36:31.6,10.9,43.19,8.5
183,3,오후 4:36:36.6,10.63,42.4,8.32
184,3,오후 4:36:41.6,10.11,45.01,8.3
185,3,오후 4:36:46.7,10.48,44.65,7.55
186,3,오후 4:36:51.7,9.83,42.47,8.14
187,3,오후 4:36:56.7,10.68,42.74,8.52
188,3,오후 4:37:01.7,10.9,44.97,8.5
189,3,오후 4:37:06.7,9.91,45.03,8.22
190,3,오후 4:37:11.7,10.18,44.5,7.78
191,3,오후 4:37:16.7,10.39,45.69,8.32
192,3,오후 4:37:21.7,10.49,44.07,7.47
193,3,오후 4:37:26.7,10.97,47.83,7.1
194,3,오후 4:37:31.7,10.02,45.66,8.9
195,3,오후 4:37:36.7,10.45,42.55,7.81
196,3,오후 4:37:41.7,9.62,45.44,7.27
197,3,오후 4:37:46.7,10.53,46.1,7.15
198,3,오후 4:37:51.7,10.06,46.15,7.42
199,3,오후 4:37:56.8,9.91,43.58,8.97
200,3,오후 4:38:01.8,10.73,46.91,7.74
201,3,오후 4:38:06.8,10.85,45.78,8.55
202,3,오후 4:38:11.8,10.23,46.22,8.3
203,3,오후 4:38:16.8,9.61,45.61,8.19
204,3,오후 4:38:21.8,10.86,44.11,7.8
205,3,오후 4:38:26.8,10.33,43.8,8.6
206,3,오후 4:38:31.8,10.86,43.4,8.47
207,3,오후 4:38:36.8,9.88,47.68,7.32
208,4,오후 4:39:02.5,10.86,45.59,8.93
209,4,오후 4:39:07.5,9.84,46.77,7.99
210,4,오후 4:39:12.6,9.74,51.75,6.19
211,4,오후 4:39:17.6,9.74,42.71,8.64
212,4,오후 4:39:22.6,10.07,45.23,7.25
213,4,오후 4:39:27.6,9.8,45.32,7.94
214,4,오후 4:39:32.6,10.84,46.2,8.33
215,4,오후 4:39:37.6,10.47,44.56,8.14
216,4,오후 4:39:42.6,10.29,43.19,8.92
217,4,오후 4:39:47.6,10.51,42.42,7.33
218,4,오후 4:39:52.6,10.24,45.79,8.37
219,4,오후 4:39:57.6,10.31,42.25,7.76
220,4,오후 4:40:02.6,9.73,44.98,7.52
221,4,오후 4:40:07.6,10.03,42.58,7.56
222,4,오후 4:40:12.6,9.84,45.14,7.52
223,4,오후 4:40:17.6,9.82,45.57,7.81
224,4,오후 4:40:22.6,9.67,42.02,8.05
225,4,오후 4:40:27.7,10.07,43.56,8.48
226,4,오후 4:40:32.7,10.76,45.99,8.48
227,4,오후 4:40:37.7,10.65,43.37,7.34
228,4,오후 4:40:42.7,9.71,45.37,7.7
229,4,오후 4:40:47.7,9.64,43.43,8.52
230,4,오후 4:40:52.7,9.87,44.67,8.47
231,4,오후 4:40:57.7,9.87,47.28,8.02
232,4,오후 4:41:02.7,10.59,45.76,7.6
233,4,오후 4:41:07.7,10.1,43.99,8.19
234,4,오후 4:41:12.7,11.37,46.66,7.44
235,4,오후 4:41:17.7,9.78,43.38,8.79
236,4,오후 4:41:22.7,9.91,42.89,8.32
237,4,오후 4:41:27.7,9.7,46.07,8.24
238,4,오후 4:41:32.7,10.84,42.05,7.47
239,4,오후 4:41:37.7,10.66,43.94,7.51
240,4,오후 4:41:42.7,10.32,46.64,8.44
241,4,오후 4:41:47.7,10.52,45.14,7.07
242,4,오후 4:41:52.7,11.11,43.76,8.14
243,4,오후 4:41:57.8,9.58,45.4,8.92
244,4,오후 4:42:02.8,10.26,45.26,8.94
245,4,오후 4:42:07.8,9.99,43.08,7.85
246,4,오후 4:42:12.8,10.82,47.04,8.33
247,4,오후 4:42:17.8,10.68,44.45,7.99
248,4,오후 4:42:22.8,10,42.49,8.41
249,4,오후 4:42:27.8,9.84,47.95,8.61
250,4,오후 4:42:32.8,9.66,45.95,7.35
251,4,오후 4:42:37.8,10.13,47.28,7.69
252,4,오후 4:42:42.8,9.83,44.32,8.77
253,4,오후 4:42:47.8,10.98,44,7.07
254,4,오후 4:42:52.8,9.8,47.7,7.98
255,4,오후 4:42:57.8,9.6,46.59,8.43
256,4,오후 4:43:02.8,10.73,43.07,7.77
257,4,오후 4:43:07.8,9.76,43.5,7.67
258,4,오후 4:43:12.8,10.96,42.26,7.39
259,4,오후 4:43:17.8,9.56,47.56,8.82
260,4,오후 4:43:22.8,10.38,44.63,8.31
261,4,오후 4:43:27.8,10.17,45.66,7.67
