Index,Lot,Time,pH,Temp,Current
1,1,오후 4:24:06.0,10.88,42.14,7.63
2,1,오후 4:24:11.0,10.6,44.9,7.06
3,1,오후 4:24:16.0,10.81,46.06,7.47
4,1,오후 4:24:21.0,9.53,44.57,7.25
5,1,오후 4:24:26.0,10.23,42.03,8.28
6,1,오후 4:24:31.0,9.59,44.69,8.16
7,1,오후 4:24:36.0,10.94,47.98,8.38
8,1,오후 4:24:41.0,9.83,42.85,7.07
9,1,오후 4:24:46.0,10.04,42.36,8.34
10,1,오후 4:24:51.0,10.56,46.06,8.61
11,1,오후 4:24:56.0,9.8,45.7,7.64
12,1,오후 4:25:01.0,10.51,44.11,8.71
13,1,오후 4:25:06.0,9.95,45.19,8.07
14,1,오후 4:25:11.0,9.75,45.95,7.82
15,1,오후 4:25:16.0,10.15,44.51,7.75
16,1,오후 4:25:21.0,9.51,46.86,7.05
17,1,오후 4:25:26.0,9.86,44.4,8.24
18,1,오후 4:25:31.0,10.01,44.45,8.8
19,1,오후 4:25:36.0,10.1,43.41,7.59
20,1,오후 4:25:41.0,10.07,45.51,7.22
21,1,오후 4:25:46.0,10.5,47.47,7.99
22,1,오후 4:25:51.0,9.89,46.24,8.42
23,1,오후 4:25:56.0,10.98,47.9,8.41
24,1,오후 4:26:01.0,10.12,46.51,8.07
25,1,오후 4:26:06.0,10.2,43.42,8.99
26,1,오후 4:26:11.0,10.15,47.95,7.38
27,1,오후 4:26:16.0,9.55,45.24,8.19
28,1,오후 4:26:21.1,10.89,46.8,8.68
29,1,오후 4:26:26.1,9.85,45.3,8.77
30,1,오후 4:26:31.1,10.83,46.75,8.45
31,1,오후 4:26:36.1,9.59,45.08,8.68
32,1,오후 4:26:41.1,9.95,42.3,7.55
33,1,오후 4:26:46.1,10.16,44.17,7.28
34,1,오후 4:26:51.1,9.93,45.59,7.16
35,1,오후 4:26:56.1,9.77,43.46,7.05
36,1,오후 4:27:01.1,9.75,45.15,7.21
37,1,오후 4:27:06.1,10.87,42.65,7.36
38,1,오후 4:27:11.1,10.16,44.39,7.91
39,1,오후 4:27:16.1,10.1,46.9,8.73
40,1,오후 4:27:21.1,10.03,46.11,8.95
41,1,오후 4:27:26.1,10.26,43.54,8.94
42,1,오후 4:27:31.1,10.39,47.71,8.06
43,1,오후 4:27:36.1,10.55,47.53,8.52
44,1,오후 4:27:41.1,10.43,44.37,7.6
45,1,오후 4:27:46.1,10.25,42.97,8.84
46,1,오후 4:27:51.1,10.04,45.76,7.56
47,1,오후 4:27:56.1,9.69,47.06,7.28
48,1,오후 4:28:01.1,10.28,47.72,7.45
49,1,오후 4:28:06.1,10.31,46.42,7.94
50,1,오후 4:28:11.2,10.52,46.27,7.06
51,1,오후 4:28:16.2,10.9,46.11,7.03
52,1,오후 4:28:21.2,10.66,42.05,7.65
53,1,오후 4:28:26.2,10.44,46.04,7.65
54,1,오후 4:28:31.2,10.8,45.36,7.93
55,1,오후 4:28:36.2,9.62,43.64,7.78
56,1,오후 4:28:41.2,9.72,44.05,7.5
