Index,Lot,Time,pH,Temp,Current
1,1,오후 4:20:41.0,10.2,47.12,8.64
2,1,오후 4:20:46.0,9.79,45.84,7.08
3,1,오후 4:20:51.0,10.09,43.47,7.85
4,1,오후 4:20:56.0,10,43.08,8.46
5,1,오후 4:21:01.0,10.28,45.03,7.35
6,1,오후 4:21:06.0,10,42.02,7.93
7,1,오후 4:21:11.0,10.12,47.23,8.42
8,1,오후 4:21:16.0,10.19,46.2,8.82
9,1,오후 4:21:21.0,9.87,47.04,8.3
10,1,오후 4:21:26.0,10.55,46.83,7.14
11,1,오후 4:21:31.0,10.63,42.2,7.86
12,1,오후 4:21:36.0,11.48,44.26,7.95
13,1,오후 4:21:41.0,9.96,42.61,8.99
14,1,오후 4:21:46.0,10.81,45.5,8.79
15,1,오후 4:21:51.0,9.98,44.15,7.96
16,1,오후 4:21:56.0,9.88,43.41,8.18
17,1,오후 4:22:01.0,10.03,47.44,7.38
18,1,오후 4:22:06.0,9.55,44.16,8.62
19,1,오후 4:22:11.0,10.71,43.92,7.43
20,1,오후 4:22:16.0,10.3,45.17,7.71
21,1,오후 4:22:21.1,9.98,47.9,7.95
22,1,오후 4:22:26.1,10.29,42.1,8.46
23,1,오후 4:22:31.1,9.81,43.68,7.68
24,1,오후 4:22:36.1,11.48,44.26,7.95
25,1,오후 4:22:41.1,9.93,46.26,7.62
26,1,오후 4:22:46.1,9.58,44.52,8.53
27,1,오후 4:22:51.1,10.87,43.32,8.08
28,1,오후 4:22:56.1,10.04,42.06,8.81
29,1,오후 4:23:01.1,10.32,42.94,8.21
30,1,오후 4:23:06.1,9.63,44.44,7.61
31,1,오후 4:23:11.1,9.76,44.65,8.45
32,1,오후 4:23:16.1,10.45,45.99,8.1
33,1,오후 4:23:21.1,10.36,45.94,8.82
34,1,오후 4:23:26.1,9.99,43.44,7.27
35,1,오후 4:23:31.1,9.96,45.28,7.49
36,1,오후 4:23:36.1,10.45,46.2,7.05
37,1,오후 4:23:41.1,9.55,46.8,8.47
38,1,오후 4:23:46.2,10.75,44.63,8.38
39,1,오후 4:23:51.2,10.04,46.53,7.97
40,1,오후 4:23:56.2,10.35,43.18,8.58
41,1,오후 4:24:01.2,10.02,44.58,7.84
42,1,오후 4:24:06.2,9.94,43.62,7.29
43,1,오후 4:24:11.2,10.5,43.72,7.56
44,1,오후 4:24:16.2,10.31,47.34,8.73
45,1,오후 4:24:21.2,10.03,44.79,7.37
46,1,오후 4:24:26.2,10.17,45.86,7.99
47,1,오후 4:24:31.2,9.9,47.86,7.19
48,1,오후 4:24:36.2,9.98,47.77,7.62
49,1,오후 4:24:41.2,11.48,44.26,7.95
50,1,오후 4:24:46.2,9.56,44.09,8.5
51,1,오후 4:24:51.2,10.62,45.73,7.37
52,1,오후 4:24:56.2,10.33,43.65,7.83
53,1,오후 4:25:01.2,10.31,44.02,7.22
54,1,오후 4:25:06.2,10.97,44.63,8.59
55,1,오후 4:25:11.2,9.61,43.91,8.85
56,1,오후 4:25:16.2,10.58,46.96,7.43
57,1,오후 4:25:21.2,9.71,43.47,8.53
58,1,오후 4:25:26.3,10.88,45.83,7.67
59,1,오후 4:25:31.3,10.49,45.69,7.07
60,1,오후 4:25:36.3,11.48,44.26,7.95
61,1,오후 4:25:41.3,10.49,47.51,8.96
62,1,오후 4:25:46.3,9.99,44.68,7.89
63,1,오후 4:25:51.3,10.04,46.02,7.8
64,1,오후 4:25:56.3,10.18,44.76,8.92
65,1,오후 4:26:01.3,10.6,47.41,7.54
66,1,오후 4:26:06.3,9.85,43.13,8.04
67,1,오후 4:26:11.3,9.86,45.22,7.85
68,1,오후 4:26:16.3,10.62,43.02,7.44
69,1,오후 4:26:21.3,9.63,44.88,7.59
70,2,오후 4:26:47.4,10.23,45.63,8.81
71,2,오후 4:26:52.4,9.91,47.44,8.54
72,2,오후 4:26:57.4,10.76,44.87,7.93
73,2,오후 4:27:02.4,10.62,46.12,7.19
74,2,오후 4:27:07.4,9.74,43.68,8.59
75,2,오후 4:27:12.4,10.59,46.58,8.15
76,2,오후 4:27:17.4,10.97,47.25,7.57
77,2,오후 4:27:22.4,10.18,47.77,7.3
78,2,오후 4:27:27.4,10.24,47.08,8.17
79,2,오후 4:27:32.4,10.97,44.76,8.04
80,2,오후 4:27:37.4,10.32,43.54,7.63
81,2,오후 4:27:42.4,10.11,46.12,8.83
82,2,오후 4:27:47.4,10.17,44.1,7.62
83,2,오후 4:27:52.4,9.61,44.47,8.02
84,2,오후 4:27:57.4,9.79,45.2,7.85
85,2,오후 4:28:02.4,9.79,46.71,7.53
86,2,오후 4:28:07.4,10.76,45.04,8.05
87,2,오후 4:28:12.4,10.49,46.84,8.57
88,2,오후 4:28:17.4,9.77,42.12,7.64
89,2,오후 4:28:22.4,9.93,47.12,8.15
90,2,오후 4:28:27.4,10.93,47.95,8.04
91,2,오후 4:28:32.4,11.66,46.66,7.88
92,2,오후 4:28:37.5,10.45,47.75,7.27
93,2,오후 4:28:42.5,10.47,44.53,7.89
94,2,오후 4:28:47.5,10.14,46.78,8.11
95,2,오후 4:28:52.5,10.37,43.29,7.84
96,2,오후 4:28:57.5,10.04,45.8,8.46
97,2,오후 4:29:02.5,10.08,45.09,8.39
98,2,오후 4:29:07.5,10.32,45.13,7.78
99,2,오후 4:29:12.5,9.8,46.56,7.58
100,2,오후 4:29:17.5,10.85,46.28,7.23
101,2,오후 4:29:22.5,10.13,44.67,8.04
102,2,오후 4:29:27.5,10.92,47.72,7.2
103,2,오후 4:29:32.5,10.07,42.86,8.35
104,2,오후 4:29:37.5,10.76,47.38,7.91
105,2,오후 4:29:42.5,9.81,45.1,7.18
106,2,오후 4:29:47.5,10.08,45.58,8.61
107,2,오후 4:29:52.5,10.16,42.31,8.55
108,2,오후 4:29:57.5,10.26,44.15,8.86
109,2,오후 4:30:02.5,10.78,42.94,8.35
110,2,오후 4:30:07.5,10.7,44.87,8.94
111,2,오후 4:30:12.5,10.08,43.81,8.39
112,2,오후 4:30:17.6,10.52,44.93,7.37
113,2,오후 4:30:22.6,9.55,42.89,8.71
114,2,오후 4:30:27.6,10.65,47.99,8.01
115,2,오후 4:30:32.6,10.39,42.12,7.26
116,2,오후 4:30:37.6,10.36,46.09,7.73
117,2,오후 4:30:42.6,9.61,46.4,7.9
118,2,오후 4:30:47.6,10.57,43.17,8.26
119,2,오후 4:30:52.6,9.92,46.35,7.19
120,2,오후 4:30:57.6,10.36,42.61,7.26
121,2,오후 4:31:02.6,10.29,46.1,8.81
122,2,오후 4:31:07.6,10.4,46.01,8.28
123,2,오후 4:31:12.6,10.34,47.57,7.2
124,2,오후 4:31:17.6,10.09,46.65,7.09
125,2,오후 4:31:22.6,10.56,47.4,7.36
126,2,오후 4:31:27.6,10.56,42.09,8.03
127,2,오후 4:31:32.6,10.1,43.93,8.52
128,2,오후 4:31:37.6,10.12,43.53,8.02
129,2,오후 4:31:42.6,9.66,46.69,8.66
130,2,오후 4:31:47.6,10.23,46.28,7.45
131,2,오후 4:31:52.6,10.15,43.35,8.37
132,2,오후 4:31:57.7,9.52,44.03,7.25
133,2,오후 4:32:02.7,10.58,44.64,8.82
134,2,오후 4:32:07.7,10.45,46.67,7.99
135,2,오후 4:32:12.7,9.58,47.1,7.92
136,2,오후 4:32:17.7,11.11,43.97,7.03
137,2,오후 4:32:22.7,9.56,46.74,7.17
138,2,오후 4:32:27.7,9.52,47.33,8.55
139,3,오후 4:32:54.3,10.05,44.27,8.42
140,3,오후 4:32:59.3,10.56,47.23,8.6
141,3,오후 4:33:04.3,10.78,42.86,8.52
142,3,오후 4:33:09.3,9.51,46.45,8.32
143,3,오후 4:33:14.4,10.91,42.7,7.54
144,3,오후 4:33:19.4,10.3,46.2,7.46
145,3,오후 4:33:24.4,9.91,47.63,8.95
146,3,오후 4:33:29.4,9.83,45.74,7.32
147,3,오후 4:33:34.4,10.11,46.97,8.41
148,3,오후 4:33:39.4,9.96,46.25,7.12
149,3,오후 4:33:44.4,9.78,43.28,8.13
150,3,오후 4:33:49.4,9.66,43.32,8.05
151,3,오후 4:33:54.4,10.15,44.97,8.36
152,3,오후 4:33:59.4,10.96,46.91,7.29
153,3,오후 4:34:04.4,9.86,47.44,7.98
154,3,오후 4:34:09.4,10.63,45.69,8.04
155,3,오후 4:34:14.4,9.59,42.38,8.81
156,3,오후 4:34:19.4,9.94,45.96,8.97
157,3,오후 4:34:24.4,9.71,44.84,8.2
158,3,오후 4:34:29.4,10.39,47.66,8.2
159,3,오후 4:34:34.4,9.82,43.68,8.92
160,3,오후 4:34:39.4,10.28,44.73,7.66
161,3,오후 4:34:44.4,10.38,46.51,7.03
162,3,오후 4:34:49.5,9.52,45.67,8.22
163,3,오후 4:34:54.5,10.75,42.16,7.64
164,3,오후 4:34:59.5,9.83,45.13,7.27
165,3,오후 4:35:04.5,9.83,43.22,7.87
166,3,오후 4:35:09.5,10.03,45.55,8.11
167,3,오후 4:35:14.5,10.86,44.2,7.4
168,3,오후 4:35:19.5,10.38,44.89,7.93
169,3,오후 4:35:24.5,9.94,43.22,7.07
170,3,오후 4:35:29.5,9.78,45.7,7.94
171,3,오후 4:35:34.5,10.74,44.81,7.29
172,3,오후 4:35:39.5,9.88,43.69,8.11
173,3,오후 4:35:44.5,10.59,46.85,8.24
174,3,오후 4:35:49.5,9.61,46.14,8
175,3,오후 4:35:54.5,9.78,43.88,8.38
