Index,Lot,Time,pH,Temp,Current
1,1,오후 4:29:15.0,10.37,42.87,7.34
2,1,오후 4:29:20.0,10.9,42.7,8.26
3,1,오후 4:29:25.0,9.61,42.37,8.46
4,1,오후 4:29:30.0,10.32,45.85,8.04
5,1,오후 4:29:35.0,10.36,44.18,7.23
6,1,오후 4:29:40.0,10.3,44.62,8.4
7,1,오후 4:29:45.0,10.51,46.44,8.02
8,1,오후 4:29:50.0,10.4,47.74,7.06
9,1,오후 4:29:55.0,10.78,42.41,7.21
10,1,오후 4:30:00.0,9.74,45.56,8.03
11,1,오후 4:30:05.0,10.61,45.39,7.37
12,1,오후 4:30:10.0,10.74,42.89,8.99
13,1,오후 4:30:15.0,9.65,44.49,7.61
14,1,오후 4:30:20.0,10.21,44.2,8.15
15,1,오후 4:30:25.0,10.57,46.51,7.68
16,1,오후 4:30:30.0,10.93,44.7,7.06
17,1,오후 4:30:35.0,10.11,43.52,7.26
18,1,오후 4:30:40.0,10.66,46.36,8.96
19,1,오후 4:30:45.0,10.61,47.41,8.13
20,1,오후 4:30:50.0,10.8,44.86,8.57
21,1,오후 4:30:55.0,10.64,47.94,8.16
22,1,오후 4:31:00.0,10.48,44.1,7.5
23,1,오후 4:31:05.1,10.67,43.87,8.2
24,1,오후 4:31:10.1,9.94,45.29,8.46
25,1,오후 4:31:15.1,10.27,42.96,7.26
26,1,오후 4:31:20.1,10.68,43.59,8.67
27,1,오후 4:31:25.1,10.53,42.77,8.73
28,1,오후 4:31:30.1,9.84,43.87,7.92
29,1,오후 4:31:35.1,10.54,47.63,8.27
30,1,오후 4:31:40.1,9.81,42.73,7.25
31,1,오후 4:31:45.1,9.81,45.06,7.33
32,1,오후 4:31:50.1,10.41,44.74,8.38
33,1,오후 4:31:55.1,10.16,46.46,8.19
34,1,오후 4:32:00.1,10.89,42.24,8.95
35,1,오후 4:32:05.1,10.02,42.56,8.34
36,1,오후 4:32:10.1,10.87,47.61,7.18
37,1,오후 4:32:15.1,10.13,46.33,8.48
38,1,오후 4:32:20.1,10.13,45.82,8.92
39,1,오후 4:32:25.1,10.09,42.55,8.16
40,1,오후 4:32:30.1,10.87,45.42,8.46
41,1,오후 4:32:35.1,9.82,47.22,7.58
42,1,오후 4:32:40.1,9.89,47.22,8.0
43,1,오후 4:32:45.1,10.43,46.94,8.89
44,1,오후 4:32:50.1,10.86,45.39,7.45
45,1,오후 4:32:55.2,9.67,45.58,7.32
46,1,오후 4:33:00.2,10.53,44.83,8.49
47,1,오후 4:33:05.2,10.88,47.23,8.89
48,1,오후 4:33:10.2,10.74,44.89,7.16
49,1,오후 4:33:15.2,9.82,43.41,7.65
50,1,오후 4:33:20.2,10.8,44.27,8.58
51,1,오후 4:33:25.2,9.75,43.57,8.82
52,1,오후 4:33:30.2,10.1,46.74,8.24
53,1,오후 4:33:35.2,10.46,46.62,8.77
54,1,오후 4:33:40.2,10.54,47.05,8.13
55,1,오후 4:33:45.2,9.75,43.94,7.72
56,1,오후 4:33:50.2,9.95,45.45,8.39
57,1,오후 4:33:55.2,10.07,43.41,7.97
58,1,오후 4:34:00.2,10.63,45.92,7.95
59,1,오후 4:34:05.2,9.76,46.03,8.98
60,1,오후 4:34:10.2,9.82,45.28,7.62
61,1,오후 4:34:15.2,10.61,44.32,8.73
62,1,오후 4:34:20.3,9.57,42.77,8.29
63,1,오후 4:34:25.3,9.56,44.28,8.92
64,1,오후 4:34:30.3,9.58,44.41,8.33
65,1,오후 4:34:35.3,10.32,44.87,8.08
66,1,오후 4:34:40.3,10.2,43.68,7.51
67,1,오후 4:34:45.3,9.84,42.87,8.67
68,1,오후 4:34:50.3,10.94,46.15,8.1
