Index,Lot,Time,pH,Temp,Current
1,1,오후 4:25:43.0,9.86,45.77,7.31
2,1,오후 4:25:48.0,10.11,45.89,8.63
3,1,오후 4:25:53.0,10.62,42.59,8.99
4,1,오후 4:25:58.0,10.1,47.66,7.83
5,1,오후 4:26:03.0,10.31,43.47,7.88
6,1,오후 4:26:08.0,10.32,47.72,7.39
7,1,오후 4:26:13.0,9.52,46.26,7.95
8,1,오후 4:26:18.0,10.3,46.29,8.19
9,1,오후 4:26:23.0,10.12,44.5,7.63
10,1,오후 4:26:28.0,10.4,45.93,7.82
11,1,오후 4:26:33.0,10.76,44.86,7.35
12,1,오후 4:26:38.0,9.58,45.07,8.69
13,1,오후 4:26:43.0,10.15,47.77,8.16
14,1,오후 4:26:48.0,10.22,43.01,8.28
15,1,오후 4:26:53.0,10.01,43.88,8.13
16,1,오후 4:26:58.0,10.65,43.2,7.09
17,1,오후 4:27:03.0,10.81,43.9,8.93
18,1,오후 4:27:08.0,9.86,43.35,7.92
19,1,오후 4:27:13.0,9.58,44.89,8.58
20,1,오후 4:27:18.0,10.62,42.29,7.65
21,1,오후 4:27:23.0,10.2,43.08,7.78
22,1,오후 4:27:28.0,10.2,43.69,7.8
23,1,오후 4:27:33.0,10.38,44.39,7.99
24,1,오후 4:27:38.0,9.98,45.54,7.42
25,1,오후 4:27:43.1,10.29,45.37,8.53
26,1,오후 4:27:48.1,9.64,45.32,8.0
27,1,오후 4:27:53.1,10.33,44.61,8.14
28,1,오후 4:27:58.1,10.74,46.71,8.65
29,1,오후 4:28:03.1,10.82,47.12,7.61
30,1,오후 4:28:08.1,10.94,47.49,7.48
31,1,오후 4:28:13.1,9.77,45.71,8.24
32,1,오후 4:28:18.1,9.94,43.02,7.42
33,1,오후 4:28:23.1,10.09,45.71,7.7
34,1,오후 4:28:28.1,10.96,45.86,7.65
35,1,오후 4:28:33.1,10.68,42.57,7.7
36,1,오후 4:28:38.1,10.91,45.62,8.82
37,1,오후 4:28:43.1,9.9,43.83,8.78
38,1,오후 4:28:48.1,10.71,45.29,8.19
39,1,오후 4:28:53.1,10.94,43.95,8.85
40,1,오후 4:28:58.1,9.6,44.73,7.38
41,1,오후 4:29:03.1,10.07,44.66,7.48
42,1,오후 4:29:08.2,9.91,45.98,7.48
43,1,오후 4:29:13.2,10.17,45.15,7.83
44,1,오후 4:29:18.2,10.08,46.76,8.86
45,1,오후 4:29:23.2,10.73,45.41,7.53
46,1,오후 4:29:28.2,10.57,46.09,7.13
47,1,오후 4:29:33.2,10.71,45.57,7.01
48,1,오후 4:29:38.2,10.02,42.64,7.11
49,1,오후 4:29:43.2,10.68,45.83,7.56
50,1,오후 4:29:48.2,10.81,42.6,7.73
51,1,오후 4:29:53.2,10.96,43.92,8.49
52,1,오후 4:29:58.2,9.76,42.05,7.85
53,1,오후 4:30:03.2,10.1,44.72,7.75
54,1,오후 4:30:08.2,10.03,42.53,7.07
55,1,오후 4:30:13.2,10.87,45.36,7.13
56,1,오후 4:30:18.2,10.08,42.25,7.56
57,1,오후 4:30:23.2,9.66,46.76,7.48
58,1,오후 4:30:28.2,10.31,43.39,7.18
59,1,오후 4:30:33.2,10.3,47.24,7.15
60,1,오후 4:30:38.2,10.51,43.64,7.43
61,1,오후 4:30:43.2,10.1,44.31,8.22
62,1,오후 4:30:48.3,9.91,45.62,7.5
63,1,오후 4:30:53.3,9.89,45.72,8.77
64,1,오후 4:30:58.3,9.51,42.86,7.92
65,1,오후 4:31:03.3,10.81,47.85,7.87
66,1,오후 4:31:08.3,9.84,46.43,7.24
67,1,오후 4:31:13.3,9.86,42.82,8.27
68,1,오후 4:31:18.3,10.13,45.18,7.51
69,1,오후 4:31:23.3,10.4,43.43,8.06
70,2,오후 4:31:48.9,10.8,44.49,8.92
71,2,오후 4:31:53.9,10.34,47.72,7.47
72,2,오후 4:31:58.9,10.81,43.82,7.52
73,2,오후 4:32:03.9,10.7,45.78,7.35
74,2,오후 4:32:08.9,9.97,44.05,7.08
75,2,오후 4:32:13.9,10.35,42.19,7.34
76,2,오후 4:32:18.9,10.6,42.93,8.3
77,2,오후 4:32:23.9,10.38,46.14,7.65
78,2,오후 4:32:28.9,10.45,43.18,8.12
79,2,오후 4:32:33.9,10.61,45.11,8.56
80,2,오후 4:32:38.9,9.86,44.53,7.69
81,2,오후 4:32:43.9,10.26,44.93,8.35
82,2,오후 4:32:49.0,10.92,46.15,7.34
83,2,오후 4:32:54.0,9.94,45.35,8.84
84,2,오후 4:32:59.0,10.11,43.56,7.04
85,2,오후 4:33:04.0,10.62,45.24,8.2
86,2,오후 4:33:09.0,9.97,46.64,7.87
87,2,오후 4:33:14.0,10.77,46.37,8.67
88,2,오후 4:33:19.0,9.55,47.97,7.05
89,2,오후 4:33:24.0,10.1,46.84,7.72
