Index,Lot,Time,pH,Temp,Current
1,1,오후 4:27:41.0,10.65,47.8,8.81
2,1,오후 4:27:46.0,9.56,47.37,7.21
3,1,오후 4:27:51.0,9.79,45.38,7.52
4,1,오후 4:27:56.0,9.93,46.04,8.91
5,1,오후 4:28:01.0,10.24,46.0,8.75
6,1,오후 4:28:06.0,10.6,44.15,8.51
7,1,오후 4:28:11.0,10.32,44.77,7.14
8,1,오후 4:28:16.0,10.58,45.26,8.7
9,1,오후 4:28:21.0,10.35,42.7,7.07
10,1,오후 4:28:26.0,10.41,45.5,8.98
11,1,오후 4:28:31.0,10.43,45.27,7.93
12,1,오후 4:28:36.0,9.89,44.77,7.5
13,1,오후 4:28:41.0,9.75,43.73,7.32
14,1,오후 4:28:46.0,10.32,44.22,8.28
15,1,오후 4:28:51.0,9.73,42.98,8.73
16,1,오후 4:28:56.0,10.01,44.82,8.32
17,1,오후 4:29:01.0,10.87,45.12,8.36
18,1,오후 4:29:06.0,9.86,42.96,8.5
19,1,오후 4:29:11.0,9.75,45.05,8.15
20,1,오후 4:29:16.0,9.94,44.07,8.62
21,1,오후 4:29:21.0,9.62,46.6,8.15
22,1,오후 4:29:26.0,9.95,44.69,8.69
23,1,오후 4:29:31.0,10.93,47.76,7.91
24,1,오후 4:29:36.0,10.02,47.66,7.26
25,1,오후 4:29:41.0,10.9,46.21,7.83
26,1,오후 4:29:46.0,9.98,44.29,8.33
27,1,오후 4:29:51.1,9.76,44.75,7.34
28,1,오후 4:29:56.1,10.76,45.04,7.09
29,1,오후 4:30:01.1,10.31,46.82,7.94
30,1,오후 4:30:06.1,10.14,47.67,7.43
31,1,오후 4:30:11.1,10.27,44.76,7.12
32,1,오후 4:30:16.1,9.69,45.08,8.91
33,1,오후 4:30:21.1,9.86,44.38,7.52
34,1,오후 4:30:26.1,10.07,44.82,7.31
35,1,오후 4:30:31.1,10.04,43.36,7.9
36,1,오후 4:30:36.1,9.7,42.05,7.05
37,1,오후 4:30:41.1,10.32,47.73,8.62
38,1,오후 4:30:46.1,9.8,45.68,7.49
39,1,오후 4:30:51.1,10.24,45.98,7.31
