Index,Lot,Time,pH,Temp,Current
1,1,오후 4:20:35.0,10.41,42.3,7.47
2,1,오후 4:20:40.0,9.64,45.71,8.98
3,1,오후 4:20:45.0,9.74,42.64,8.01
4,1,오후 4:20:50.0,10.27,45.07,7.37
5,1,오후 4:20:55.0,10.44,42.32,8.72
6,1,오후 4:21:00.0,10.1,45.04,8.74
7,1,오후 4:21:05.0,10.33,46.65,7.8
8,1,오후 4:21:10.0,10.77,44.71,8.42
9,1,오후 4:21:15.0,10.13,47.88,7.33
10,1,오후 4:21:20.0,9.69,45.96,7.87
11,1,오후 4:21:25.0,10.39,43.15,7.51
12,1,오후 4:21:30.0,10.45,43.51,8.85
13,1,오후 4:21:35.0,10.93,46.96,7.29
14,1,오후 4:21:40.0,10.99,43.39,7.04
15,1,오후 4:21:45.0,10.14,43.88,8.52
16,1,오후 4:21:50.0,10.64,42.8,7.98
17,1,오후 4:21:55.1,9.74,47.73,8.55
18,1,오후 4:22:00.1,10.47,43.37,7.94
19,1,오후 4:22:05.1,9.63,44.82,7.49
20,1,오후 4:22:10.1,10.53,45.66,8.29
21,1,오후 4:22:15.1,10.52,44.19,7.34
22,1,오후 4:22:20.1,10.5,46.53,7.17
23,1,오후 4:22:25.1,11.9,46.63,8.77
24,1,오후 4:22:30.1,10.2,44.88,7.28
25,1,오후 4:22:35.1,9.68,45.03,7.39
26,1,오후 4:22:40.1,11.9,46.63,8.77
27,1,오후 4:22:45.1,10.08,46.51,7.17
28,1,오후 4:22:50.1,10.78,46.47,8.48
29,1,오후 4:22:55.1,10.53,45.33,8.11
30,1,오후 4:23:00.1,10.37,42.39,7.77
31,1,오후 4:23:05.1,10.44,47.0,7.37
32,1,오후 4:23:10.1,10.28,44.66,7.3
33,1,오후 4:23:15.1,9.8,44.22,8.51
34,1,오후 4:23:20.1,10.84,45.15,7.37
35,1,오후 4:23:25.1,10.85,44.64,7.49
36,1,오후 4:23:30.1,10.32,47.6,8.35
37,1,오후 4:23:35.1,10.88,42.37,8.78
38,1,오후 4:23:40.1,10.98,42.53,8.88
39,1,오후 4:23:45.2,10.61,47.78,7.33
40,1,오후 4:23:50.2,10.97,45.09,8.97
41,1,오후 4:23:55.2,10.99,45.44,8.27
42,1,오후 4:24:00.2,10.69,47.24,8.28
43,1,오후 4:24:05.2,11.9,46.63,8.77
44,1,오후 4:24:10.2,9.94,44.71,7.57
45,1,오후 4:24:15.2,11.9,46.63,8.77
46,1,오후 4:24:20.2,10.11,42.99,7.61
47,1,오후 4:24:25.2,10.46,45.46,7.42
48,1,오후 4:24:30.2,10.38,42.67,7.18
49,1,오후 4:24:35.2,10.27,46.43,7.6
50,1,오후 4:24:40.2,10.25,45.32,8.52
51,1,오후 4:24:45.2,10.67,45.6,7.01
52,1,오후 4:24:50.2,10.69,46.81,7.12
53,1,오후 4:24:55.2,10.89,45.7,8.47
54,1,오후 4:25:00.2,9.54,42.2,8.57
55,1,오후 4:25:05.2,9.56,46.72,8.67
56,1,오후 4:25:10.2,10.09,44.53,8.61
57,1,오후 4:25:15.2,10.12,42.24,7.85
58,1,오후 4:25:20.2,10.41,43.3,7.13
59,1,오후 4:25:25.2,9.99,43.77,7.98
60,1,오후 4:25:30.3,10.52,47.64,7.35
