Index,Lot,Time,pH,Temp,Current
1,1,오후 4:27:55.0,10.24,43.78,8.09
2,1,오후 4:28:00.0,10.92,45.47,7.06
3,1,오후 4:28:05.0,10.19,44.63,7.67
4,1,오후 4:28:10.0,9.69,43.03,7.73
5,1,오후 4:28:15.0,10.99,44.8,7.83
6,1,오후 4:28:20.0,10.27,43.48,8.44
7,1,오후 4:28:25.0,9.75,47.2,8.12
8,1,오후 4:28:30.0,10.88,42.91,7.41
9,1,오후 4:28:35.0,10.02,42.54,8.58
10,1,오후 4:28:40.0,9.74,42.59,7.1
11,1,오후 4:28:45.0,10.09,47.31,7.52
12,1,오후 4:28:50.0,10.66,42.2,7.95
13,1,오후 4:28:55.0,9.86,43.4,7.97
14,1,오후 4:29:00.0,10.86,44.25,8.91
15,1,오후 4:29:05.0,10.74,47.57,7.19
16,1,오후 4:29:10.0,10.0,46.58,7.95
17,1,오후 4:29:15.0,10.59,46.87,8.83
18,1,오후 4:29:20.1,9.54,46.97,8.82
19,1,오후 4:29:25.1,9.56,44.07,7.46
20,1,오후 4:29:30.1,10.01,46.18,7.02
21,1,오후 4:29:35.1,10.6,46.18,8.16
22,1,오후 4:29:40.1,9.62,45.29,7.1
23,1,오후 4:29:45.1,10.43,43.59,8.09
24,1,오후 4:29:50.1,9.93,47.66,7.74
25,1,오후 4:29:55.1,10.17,44.61,7.95
26,1,오후 4:30:00.1,10.52,44.96,7.37
27,1,오후 4:30:05.1,9.62,44.41,7.11
28,1,오후 4:30:10.1,10.35,45.78,8.62
29,1,오후 4:30:15.1,10.53,43.84,8.0
30,1,오후 4:30:20.1,10.28,44.11,8.68
31,1,오후 4:30:25.1,10.95,46.59,7.92
32,1,오후 4:30:30.1,10.51,44.4,8.73
33,1,오후 4:30:35.1,10.65,45.74,8.43
34,1,오후 4:30:40.1,10.42,45.45,8.39
35,1,오후 4:30:45.1,9.7,42.43,7.36
36,1,오후 4:30:50.1,9.85,46.7,7.54
37,1,오후 4:30:55.2,9.6,45.18,7.19
38,1,오후 4:31:00.2,10.07,46.54,8.79
39,1,오후 4:31:05.2,9.96,45.27,8.86
40,1,오후 4:31:10.2,10.47,46.54,8.72
41,1,오후 4:31:15.2,10.36,46.27,7.09
42,1,오후 4:31:20.2,9.69,44.62,8.02
43,1,오후 4:31:25.2,10.63,45.35,8.13
44,1,오후 4:31:30.2,10.3,42.43,8.72
45,1,오후 4:31:35.2,10.04,43.23,8.46
46,1,오후 4:31:40.2,10.37,45.1,7.58
47,1,오후 4:31:45.2,9.52,46.72,7.24
48,1,오후 4:31:50.2,10.29,46.28,8.58
49,1,오후 4:31:55.2,9.99,43.17,7.8
50,1,오후 4:32:00.2,10.47,42.61,7.21
51,1,오후 4:32:05.2,9.85,43.0,8.04
52,1,오후 4:32:10.2,10.55,45.89,8.43
53,1,오후 4:32:15.2,10.88,42.81,8.27
54,1,오후 4:32:20.2,10.19,42.28,7.58
55,1,오후 4:32:25.3,10.89,46.69,7.75
56,1,오후 4:32:30.3,10.97,46.39,8.04
57,1,오후 4:32:35.3,9.74,46.92,8.1
58,1,오후 4:32:40.3,9.97,43.27,7.83
59,1,오후 4:32:45.3,10.43,47.7,8.86
60,1,오후 4:32:50.3,9.73,42.97,8.19
61,1,오후 4:32:55.3,10.6,43.13,7.51
62,1,오후 4:33:00.3,9.56,43.27,8.72
63,1,오후 4:33:05.3,10.87,44.77,7.95
