Index,Lot,Time,pH,Temp,Current
1,1,오후 4:20:56.0,10.82,46.06,8.41
2,1,오후 4:21:01.0,9.91,42.94,8.49
3,1,오후 4:21:06.0,9.97,45.14,7.46
4,1,오후 4:21:11.0,10.87,43.69,8.72
5,1,오후 4:21:16.0,9.75,45.85,8.21
6,1,오후 4:21:21.0,9.98,44.67,8.18
7,1,오후 4:21:26.0,10.56,46.76,7.9
8,1,오후 4:21:31.0,10.87,43.13,7.33
9,1,오후 4:21:36.0,9.6,44.52,7.05
10,1,오후 4:21:41.0,9.68,44.2,8.23
11,1,오후 4:21:46.0,9.66,46.92,8.16
12,1,오후 4:21:51.0,10.55,45.29,8.17
13,1,오후 4:21:56.0,10.29,45.62,8.4
14,1,오후 4:22:01.0,10.53,44.78,8.71
15,1,오후 4:22:06.0,10.81,44.34,7.42
16,1,오후 4:22:11.0,10.47,42.07,7.34
17,1,오후 4:22:16.0,10.04,44.85,7.9
18,1,오후 4:22:21.0,10.23,42.85,8.03
19,1,오후 4:22:26.0,10.63,44.69,7.48
20,1,오후 4:22:31.0,9.69,47.18,7.07
21,1,오후 4:22:36.0,11.53,47.63,7.34
22,1,오후 4:22:41.0,9.7,47.96,8.24
23,1,오후 4:22:46.0,10.04,42.22,8.53
24,1,오후 4:22:51.0,9.99,43.66,7.04
25,1,오후 4:22:56.1,10.06,43.19,7.32
26,1,오후 4:23:01.1,9.62,43.17,7.34
27,1,오후 4:23:06.1,9.89,44.53,8.43
28,1,오후 4:23:11.1,10.07,42.87,8.85
29,1,오후 4:23:16.1,10.84,44.25,8.09
30,1,오후 4:23:21.1,10.76,46.09,8.3
31,1,오후 4:23:26.1,10.59,47.71,7.75
32,1,오후 4:23:31.1,9.63,46.66,7.11
33,1,오후 4:23:36.1,9.91,44.35,8.23
34,1,오후 4:23:41.1,9.66,42.2,8.89
35,1,오후 4:23:46.1,10.67,45.06,7.75
36,1,오후 4:23:51.1,9.92,46.7,8.48
37,1,오후 4:23:56.1,10.22,47.08,7.01
38,1,오후 4:24:01.1,10.9,44.79,8.24
39,1,오후 4:24:06.1,10.3,46.27,7.33
40,1,오후 4:24:11.1,10.25,46.26,8.92
41,1,오후 4:24:16.1,10.0,45.73,8.14
42,1,오후 4:24:21.1,9.68,46.03,8.58
43,1,오후 4:24:26.2,10.38,42.91,8.02
44,1,오후 4:24:31.2,10.3,42.11,7.95
45,1,오후 4:24:36.2,10.49,43.11,8.61
46,1,오후 4:24:41.2,9.77,47.99,8.77
47,1,오후 4:24:46.2,10.93,47.06,8.44
48,1,오후 4:24:51.2,10.17,44.88,7.41
49,1,오후 4:24:56.2,10.19,46.69,8.7
50,1,오후 4:25:01.2,10.82,46.12,8.3
51,1,오후 4:25:06.2,10.25,46.79,8.85
52,1,오후 4:25:11.2,10.12,43.39,8.66
53,1,오후 4:25:16.2,9.94,43.12,7.23
