Index,Lot,Time,pH,Temp,Current
1,1,오후 4:29:57.0,10.28,45.55,7.96
2,1,오후 4:30:02.0,10.91,47.41,7.36
3,1,오후 4:30:07.0,9.99,44.72,8.89
4,1,오후 4:30:12.0,10.8,47.21,7.71
5,1,오후 4:30:17.0,10.88,45.3,8.92
6,1,오후 4:30:22.0,9.88,46.62,8.9
7,1,오후 4:30:27.0,10.09,44.62,7.72
8,1,오후 4:30:32.0,9.6,44.76,7.85
9,1,오후 4:30:37.0,9.81,43.46,8.67
10,1,오후 4:30:42.0,10.96,44.79,8.12
11,1,오후 4:30:47.0,9.85,47.36,8.38
12,1,오후 4:30:52.0,10.52,44.97,7.81
13,1,오후 4:30:57.0,10.2,45.88,8.74
14,1,오후 4:31:02.0,10.54,44.88,8.48
15,1,오후 4:31:07.0,10.91,43.72,8.68
16,1,오후 4:31:12.0,10.06,45.8,7.57
17,1,오후 4:31:17.0,9.84,44.76,8.15
18,1,오후 4:31:22.0,10.02,46.41,8.46
19,1,오후 4:31:27.0,9.72,44.94,8.28
20,1,오후 4:31:32.0,10.01,44.95,7.78
21,1,오후 4:31:37.0,10.33,45.44,8.31
22,1,오후 4:31:42.1,9.85,44.15,8.56
23,1,오후 4:31:47.1,10.89,45.99,7.49
24,1,오후 4:31:52.1,9.69,46.56,7.58
25,1,오후 4:31:57.1,10.98,44.57,8.39
26,1,오후 4:32:02.1,9.85,45.16,8.71
27,1,오후 4:32:07.1,10.46,42.62,8.18
28,1,오후 4:32:12.1,10.58,44.97,7.92
29,1,오후 4:32:17.1,9.61,43.22,7.06
30,1,오후 4:32:22.1,10.5,45.1,8.37
31,1,오후 4:32:27.1,10.83,42.06,7.42
32,1,오후 4:32:32.1,9.9,45.18,8.66
33,1,오후 4:32:37.1,10.42,43.18,8.58
34,1,오후 4:32:42.1,10.4,44.33,7.49
35,1,오후 4:32:47.1,10.68,42.54,7.99
36,1,오후 4:32:52.1,9.91,47.34,8.23
37,1,오후 4:32:57.1,10.88,43.61,8.96
38,1,오후 4:33:02.1,10.82,47.27,7.59
39,1,오후 4:33:07.1,9.65,45.92,7.51
40,1,오후 4:33:12.1,10.91,43.05,8.54
41,1,오후 4:33:17.1,10.07,45.36,8.57
42,1,오후 4:33:22.1,9.63,44.96,7.5
43,1,오후 4:33:27.2,10.07,43.19,8.34
44,1,오후 4:33:32.2,9.87,42.91,7.94
45,1,오후 4:33:37.2,9.6,47.22,7.62
46,1,오후 4:33:42.2,10.32,42.55,7.37
47,1,오후 4:33:47.2,9.64,43.15,7.98
48,1,오후 4:33:52.2,9.57,42.84,8.04
49,1,오후 4:33:57.2,10.75,44.92,8.79
50,1,오후 4:34:02.2,10.41,44.66,8.45
51,1,오후 4:34:07.2,10.09,42.95,8.14
52,1,오후 4:34:12.2,9.7,43.79,7.77
53,1,오후 4:34:17.2,10.5,47.18,7.23
54,1,오후 4:34:22.2,9.53,46.4,7.21
