Index,Lot,Time,pH,Temp,Current
1,1,오후 4:23:14.0,9.51,47.52,8.01
2,1,오후 4:23:19.0,9.98,43.01,7.77
3,1,오후 4:23:24.0,10.22,42.11,8.49
4,1,오후 4:23:29.0,10.35,43.58,8.82
5,1,오후 4:23:34.0,10.69,44.04,7.42
6,1,오후 4:23:39.0,9.79,46.98,8.33
7,1,오후 4:23:44.0,9.9,42.48,8.29
8,1,오후 4:23:49.0,10.61,43.49,7.92
9,1,오후 4:23:54.0,10.81,43.15,8.03
10,1,오후 4:23:59.0,9.97,42.49,8.08
11,1,오후 4:24:04.0,10.88,44.83,8.9
12,1,오후 4:24:09.0,10.19,42.59,7.01
13,1,오후 4:24:14.0,10.04,42.59,8.35
14,1,오후 4:24:19.0,9.95,45.3,7.31
15,1,오후 4:24:24.0,10.95,47.54,7.69
16,1,오후 4:24:29.0,10.83,44.55,8.07
17,1,오후 4:24:34.0,11.54,46.25,7.22
18,1,오후 4:24:39.0,10.99,42.73,8.06
19,1,오후 4:24:44.0,11.54,46.25,7.22
20,1,오후 4:24:49.0,10.43,42.45,8.64
21,1,오후 4:24:54.1,9.54,43.99,7.6
22,1,오후 4:24:59.1,9.99,43.25,7.72
23,1,오후 4:25:04.1,10.04,47.98,8.15
24,1,오후 4:25:09.1,9.53,44.6,8.48
25,1,오후 4:25:14.1,10.09,43.18,7.63
26,1,오후 4:25:19.1,11.54,46.25,7.22
27,1,오후 4:25:24.1,9.51,43.36,7.06
28,1,오후 4:25:29.1,10.14,47.75,8.57
29,1,오후 4:25:34.1,10.9,42.88,7.53
30,1,오후 4:25:39.1,10.31,42.38,8.36
31,1,오후 4:25:44.1,10.29,45.37,7.02
32,1,오후 4:25:49.1,10.88,46.81,7.94
33,1,오후 4:25:54.1,10.08,45.27,7.9
34,1,오후 4:25:59.1,10.65,45.63,7.74
35,1,오후 4:26:04.1,10.2,45.41,8.21
36,1,오후 4:26:09.1,10.34,43.03,7.32
37,1,오후 4:26:14.1,10.29,46.02,8.96
38,1,오후 4:26:19.1,10.67,46.36,8.03
39,1,오후 4:26:24.1,10.01,43.67,8.0
40,1,오후 4:26:29.2,10.16,46.3,8.55
41,1,오후 4:26:34.2,10.94,43.11,7.87
42,1,오후 4:26:39.2,9.9,44.97,7.43
43,1,오후 4:26:44.2,10.59,44.88,8.98
44,1,오후 4:26:49.2,10.92,44.96,7.62
45,1,오후 4:26:54.2,10.07,44.64,7.32
46,1,오후 4:26:59.2,10.96,43.37,8.83
47,1,오후 4:27:04.2,10.54,45.74,8.01
48,1,오후 4:27:09.2,9.57,45.52,8.49
49,1,오후 4:27:14.2,10.48,43.6,8.36
50,1,오후 4:27:19.2,9.55,47.5,7.44
51,1,오후 4:27:24.2,10.27,45.94,7.66
52,1,오후 4:27:29.2,9.59,47.53,8.97
53,1,오후 4:27:34.2,10.08,46.34,8.37
54,1,오후 4:27:39.2,10.6,47.94,8.48
55,1,오후 4:27:44.2,10.34,46.38,7.13
56,1,오후 4:27:49.2,11.54,46.25,7.22
57,1,오후 4:27:54.2,10.87,45.92,8.95
58,1,오후 4:27:59.2,10.6,45.37,8.05
59,1,오후 4:28:04.3,10.13,44.83,7.21
60,1,오후 4:28:09.3,10.21,43.49,8.32
61,1,오후 4:28:14.3,9.54,47.04,8.2
62,1,오후 4:28:19.3,9.62,42.75,8.62
63,1,오후 4:28:24.3,10.94,47.44,8.95
64,1,오후 4:28:29.3,10.15,47.07,7.31
65,1,오후 4:28:34.3,10.84,45.67,7.9
66,1,오후 4:28:39.3,9.69,42.93,8.12
67,1,오후 4:28:44.3,10.78,44.29,7.96
68,1,오후 4:28:49.3,9.65,46.99,8.66
69,1,오후 4:28:54.3,9.72,42.12,8.36
70,2,오후 4:29:19.5,10.24,43.08,7.32
71,2,오후 4:29:24.5,10.8,43.67,7.86
72,2,오후 4:29:29.6,10.49,44.49,7.19
73,2,오후 4:29:34.6,10.19,42.38,8.07
74,2,오후 4:29:39.6,9.63,45.24,7.91
75,2,오후 4:29:44.6,10.72,45.81,8.54
76,2,오후 4:29:49.6,9.9,42.03,8.41
77,2,오후 4:29:54.6,10.58,46.3,7.87
