Index,Lot,Time,pH,Temp,Current
1,1,오후 4:22:40.0,10.04,46.18,7.44
2,1,오후 4:22:45.0,10.61,45.03,8.98
3,1,오후 4:22:50.0,10.47,47.79,7.53
4,1,오후 4:22:55.0,10.94,45.17,7.8
5,1,오후 4:23:00.0,9.91,43.45,7.15
6,1,오후 4:23:05.0,10.53,44.77,8.04
7,1,오후 4:23:10.0,9.63,42.21,7.54
8,1,오후 4:23:15.0,11.47,45.31,7.18
9,1,오후 4:23:20.0,10.11,45.97,7.27
10,1,오후 4:23:25.0,11.01,42.72,7.64
11,1,오후 4:23:30.0,10.56,45.51,8.17
12,1,오후 4:23:35.0,9.67,44.02,8.25
13,1,오후 4:23:40.0,10.77,45.4,8.14
14,1,오후 4:23:45.0,10.85,42.78,7.75
15,1,오후 4:23:50.0,10.43,45.38,7.08
16,1,오후 4:23:55.0,10.49,45.66,7.37
17,1,오후 4:24:00.0,10.25,45.98,7.93
18,1,오후 4:24:05.0,10.64,42.64,7.29
19,1,오후 4:24:10.0,9.66,45.45,7.28
20,1,오후 4:24:15.0,10.23,45.43,7.09
21,1,오후 4:24:20.0,10.47,45.29,7.29
22,1,오후 4:24:25.0,9.96,47.41,8.32
23,1,오후 4:24:30.1,10.23,44.04,8.49
24,1,오후 4:24:35.1,10.02,44.01,7.54
25,1,오후 4:24:40.1,9.52,44.56,8.46
26,1,오후 4:24:45.1,10.35,43.48,7.11
27,1,오후 4:24:50.1,10.04,44.64,8.58
28,1,오후 4:24:55.1,10.47,45.45,8.34
29,1,오후 4:25:00.1,10.38,47.86,7.17
30,1,오후 4:25:05.1,10.69,43.04,8.54
31,1,오후 4:25:10.1,10.17,45.49,7.77
32,1,오후 4:25:15.1,10.48,45.56,8.57
33,1,오후 4:25:20.1,10.81,45.85,8.79
34,1,오후 4:25:25.1,10.74,43.01,8.02
35,1,오후 4:25:30.1,10.51,43.86,8.88
36,1,오후 4:25:35.2,10.45,46.07,8.01
37,1,오후 4:25:40.2,10.12,42.71,7.52
38,1,오후 4:25:45.2,10.75,47.36,8.08
39,1,오후 4:25:50.2,10.17,42.87,8.77
40,1,오후 4:25:55.2,9.67,42.84,7.34
41,1,오후 4:26:00.2,9.52,43.44,8.68
42,1,오후 4:26:05.2,10.81,42.82,8.26
43,1,오후 4:26:10.2,10.84,45.2,8.83
44,1,오후 4:26:15.2,10.94,43.63,7.99
45,1,오후 4:26:20.2,9.91,47.46,8.96
46,1,오후 4:26:25.2,9.52,43.88,8.98
47,1,오후 4:26:30.2,9.55,46.16,7.54
48,1,오후 4:26:35.2,9.86,45.62,7.97
49,1,오후 4:26:40.2,10.28,45.81,7.73
50,1,오후 4:26:45.2,10.45,43.3,7.11
51,1,오후 4:26:50.2,10.3,42.85,7.66
52,1,오후 4:26:55.2,10.09,46.48,7.52
53,1,오후 4:27:00.2,10.12,46.49,7.73
54,1,오후 4:27:05.2,10.03,47.64,7.52
55,1,오후 4:27:10.2,10.98,44.38,7.39
56,1,오후 4:27:15.3,10.33,45.25,8.82
57,1,오후 4:27:20.3,10.41,43.47,8.48
58,1,오후 4:27:25.3,10.14,47.18,8.21
59,1,오후 4:27:30.3,10.42,46.59,8.04
60,1,오후 4:27:35.3,9.54,46.77,8.67
61,1,오후 4:27:40.3,10.47,50.7,5.99
62,1,오후 4:27:45.3,10.41,44.29,8.17
63,1,오후 4:27:50.3,10.23,46.06,7.81
64,1,오후 4:27:55.3,9.54,43.6,7.36
65,1,오후 4:28:00.3,10.15,47.4,8.32
66,1,오후 4:28:05.3,9.7,45.82,7.19
