Index,Process,Time,Temp,Current,Date,Label
1,1,오후 4:27:12.0,73.204035,1.472,2022-10-01,0
2,1,오후 4:27:17.0,75.87178422,1.527,2022-10-01,0
3,1,오후 4:27:22.0,77.49957941,1.658,2022-10-01,0
4,1,오후 4:27:27.0,75.86391347,1.718,2022-10-01,0
5,1,오후 4:27:32.0,75.90814854,1.755,2022-10-01,0
6,1,오후 4:27:37.0,74.66209656,1.718,2022-10-01,0
7,1,오후 4:27:42.0,71.08489761,1.719,2022-10-01,0
8,1,오후 4:27:47.0,73.47081535,1.69,2022-10-01,0
9,1,오후 4:27:52.0,73.84317473,1.609,2022-10-01,0
10,1,오후 4:27:57.0,72.18546554,1.663,2022-10-01,0
11,1,오후 4:28:02.0,72.55671043,1.672,2022-10-01,0
12,1,오후 4:28:07.0,72.93957562,1.634,2022-10-01,0
13,1,오후 4:28:12.0,72.01093857,1.643,2022-10-01,0
14,1,오후 4:28:17.0,72.19333629,1.651,2022-10-01,0
15,1,오후 4:28:22.0,72.28386419,1.63,2022-10-01,0
16,1,오후 4:28:27.0,71.3394548,1.635,2022-10-01,0
17,1,오후 4:28:32.0,70.49933689,1.636,2022-10-01,0
18,1,오후 4:28:37.0,70.81608582,1.615,2022-10-01,0
19,1,오후 4:28:42.1,70.01093857,1.596,2022-10-01,0
20,1,오후 4:28:47.1,71.19333629,1.604,2022-10-01,0
21,1,오후 4:28:52.1,68.28386419,1.585,2022-10-01,0
22,1,오후 4:28:57.1,69.3394548,1.612,2022-10-01,0
23,1,오후 4:29:02.1,70.49933689,1.546,2022-10-01,0
24,1,오후 4:29:07.1,69.81608582,1.569,2022-10-01,0
25,1,오후 4:29:12.1,68.08489761,1.596,2022-10-01,0
26,1,오후 4:29:17.1,69.47081535,1.58,2022-10-01,0
27,1,오후 4:29:22.1,69.84317473,1.541,2022-10-01,0
28,1,오후 4:29:27.1,68.18546554,1.573,2022-10-01,0
29,1,오후 4:29:32.1,67.55671043,1.581,2022-10-01,0
30,1,오후 4:29:37.1,69.93957562,1.543,2022-10-01,0
31,1,오후 4:29:42.1,67.08489761,1.529,2022-10-01,0
32,1,오후 4:29:47.1,65.47081535,1.583,2022-10-01,0
33,1,오후 4:29:52.1,67.84317473,1.518,2022-10-01,0
34,1,오후 4:29:57.1,67.18546554,1.482,2022-10-01,0
35,1,오후 4:30:02.1,66.55671043,1.535,2022-10-01,0
36,1,오후 4:30:07.1,67.93957562,1.52,2022-10-01,0
37,2,오후 4:30:32.5,75.13914228,1.506,2022-10-01,0
38,2,오후 4:30:37.5,76.66042142,1.538,2022-10-01,0
39,2,오후 4:30:42.5,77.17766014,1.702,2022-10-01,0
40,2,오후 4:30:47.5,75.58643441,1.736,2022-10-01,0
41,2,오후 4:30:52.5,77.87710396,1.747,2022-10-01,0
42,2,오후 4:30:57.5,75.01353467,1.712,2022-10-01,0
43,2,오후 4:31:02.5,73.00784573,1.764,2022-10-01,0
44,2,오후 4:31:07.5,72.11937724,1.699,2022-10-01,0
45,2,오후 4:31:12.5,72.12181234,1.653,2022-10-01,0
46,2,오후 4:31:17.5,73.06197574,1.633,2022-10-01,0
47,2,오후 4:31:22.5,71.08649643,1.633,2022-10-01,0
48,2,오후 4:31:27.5,72.25677527,1.654,2022-10-01,0
49,2,오후 4:31:32.5,69.204035,1.61,2022-10-01,0
50,2,오후 4:31:37.5,70.87178422,1.636,2022-10-01,0
51,2,오후 4:31:42.5,73.49957941,1.566,2022-10-01,0
52,2,오후 4:31:47.5,71.86391347,1.604,2022-10-01,0
53,2,오후 4:31:52.5,72.90814854,1.664,2022-10-01,0
54,2,오후 4:31:57.6,71.66209656,1.627,2022-10-01,0
55,2,오후 4:32:02.6,70.04198315,1.651,2022-10-01,0
56,2,오후 4:32:07.6,69.31247367,1.622,2022-10-01,0
57,2,오후 4:32:12.6,69.53366359,1.586,2022-10-01,0
58,2,오후 4:32:17.6,69.74042367,1.569,2022-10-01,0
59,2,오후 4:32:22.6,69.0451851,1.574,2022-10-01,0
60,2,오후 4:32:27.6,70.4724905,1.579,2022-10-01,0
61,2,오후 4:32:32.6,67.04198315,1.563,2022-10-01,0
62,2,오후 4:32:37.6,67.31247367,1.595,2022-10-01,0
63,2,오후 4:32:42.6,66.53366359,1.518,2022-10-01,0
64,2,오후 4:32:47.6,66.74042367,1.524,2022-10-01,0
65,2,오후 4:32:52.6,67.0451851,1.506,2022-10-01,0
66,2,오후 4:32:57.6,68.4724905,1.51,2022-10-01,0
67,2,오후 4:33:02.6,66.01093857,1.517,2022-10-01,0
68,2,오후 4:33:07.6,64.19333629,1.55,2022-10-01,0
69,2,오후 4:33:12.6,66.28386419,1.494,2022-10-01,0
70,2,오후 4:33:17.6,65.3394548,1.452,2022-10-01,0
71,2,오후 4:33:22.6,65.49933689,1.5,2022-10-01,0
72,2,오후 4:33:27.6,67.81608582,1.478,2022-10-01,0
73,3,오후 4:33:52.7,75.08489761,1.482,2022-10-01,0
74,3,오후 4:33:57.7,76.47081535,1.535,2022-10-01,0
75,3,오후 4:34:02.7,73.84317473,1.7,2022-10-01,0
76,3,오후 4:34:07.7,77.18546554,1.732,2022-10-01,0
77,3,오후 4:34:12.7,77.55671043,1.671,2022-10-01,0
78,3,오후 4:34:17.7,75.93957562,1.748,2022-10-01,0
79,3,오후 4:34:22.7,71.204035,1.757,2022-10-01,0
80,3,오후 4:34:27.7,72.87178422,1.72,2022-10-01,0
81,3,오후 4:34:32.7,73.49957941,1.612,2022-10-01,0
82,3,오후 4:34:37.7,75.86391347,1.65,2022-10-01,0
83,3,오후 4:34:42.7,75.90814854,1.664,2022-10-01,0
84,3,오후 4:34:47.7,74.66209656,1.718,2022-10-01,0
85,3,오후 4:34:52.7,72.00784573,1.719,2022-10-01,0
86,3,오후 4:34:57.7,70.11937724,1.69,2022-10-01,0
87,3,오후 4:35:02.7,72.12181234,1.63,2022-10-01,0
88,3,오후 4:35:07.7,72.06197574,1.587,2022-10-01,0
